rep,n_clust,homo_anat,purity_anat,comp_anat,V_anat,homo_plus,purity_plus
rung2_union_noconv,21,0.750169733806964,0.830878110696565,0.583716268525047,0.656557272529556,0.697586918924637,0.732769230769231
rung3_product,18,0.640811760060551,0.758798415323666,0.522139970035268,0.57542101625954,0.596907705368621,0.667230769230769
rung4_commonmin,20,0.67143887090303,0.758106081003116,0.519045304749393,0.585488157669057,0.621987296569945,0.656038461538462
rung4_PUBLISHED,20,0.69731114576163,0.799184584022462,0.535117436259589,0.60554154299673,0.647475691077374,0.709423076923077
