"arm","draw","depth","domains","elsa_d50","elsa_d100","seconds"
"random",34,10,21,0.283278576160817,0.286330286070681,11.1
"random",34,50,29,0.16299882772646,0.157096084420594,14.2
"random",34,150,20,0.0838699403458366,0.0714362495466235,20.5
"random",34,350,23,0.090095639023202,0.0766574822466549,32.3
"random",34,650,19,0.0767298647455627,0.0639394319743872,55.4
"random",34,1000,20,0.0774175513577024,0.0642470515100216,75.3
"random",34,1300,20,0.0665488842793664,0.054890138362809,90.9
