"arm","draw","depth","domains","elsa_d50","elsa_d100","seconds"
"random",89,10,26,0.243679430754735,0.241456843864464,12.4
"random",89,50,29,0.122419901446904,0.11331882070406,16.5
"random",89,150,22,0.0792641742982279,0.0689170447583116,25.1
"random",89,350,20,0.0691101331524614,0.0571956370501853,36.6
"random",89,650,20,0.0708899971978719,0.0589416708118887,52.1
"random",89,1000,22,0.08820849197221,0.0738998661659977,74
"random",89,1300,19,0.0660780797550075,0.0549086467895932,88.4
