"arm","draw","depth","domains","elsa_d50","elsa_d100","seconds"
"random",12,10,23,0.237400843188645,0.237949000943528,12.3
"random",12,50,32,0.163239651003784,0.157968283173927,15.9
"random",12,150,19,0.085568290837465,0.0743789385889774,23.6
"random",12,350,21,0.0661634241206138,0.0555414781897183,35.3
"random",12,650,21,0.0681980049137115,0.0570647480310169,51.5
"random",12,1000,18,0.0634532141984605,0.052744540548123,71.1
"random",12,1300,21,0.0717937757849151,0.0603690512708826,86.6
