"arm","draw","depth","domains","elsa_d50","elsa_d100","seconds"
"random",86,10,25,0.210572744452288,0.204866805139695,13.1
"random",86,50,25,0.148303473556749,0.137908337023742,16.3
"random",86,150,23,0.0849716689403573,0.074902897998664,23.3
"random",86,350,21,0.0689817506732796,0.0578849454443295,35
"random",86,650,19,0.0665446334199073,0.0553228513138941,52
"random",86,1000,20,0.0767952807791214,0.0633971204301479,72.9
"random",86,1300,17,0.0749579798916167,0.0621850584467161,87.2
