"arm","draw","depth","domains","elsa_d50","elsa_d100","seconds"
"random",98,10,21,0.261766270767478,0.263469024382174,12.8
"random",98,50,30,0.17361308981923,0.167800027320036,16.5
"random",98,150,19,0.0883159217360897,0.0757621424465427,23.1
"random",98,350,20,0.0848857054042748,0.0716257153241482,33.6
"random",98,650,21,0.0695730095374713,0.0577996077734982,46.4
"random",98,1000,22,0.0751956922879933,0.0626855013646353,62.9
"random",98,1300,18,0.0705069544557413,0.0575649037079585,79.5
