"arm","draw","depth","domains","elsa_d50","elsa_d100","seconds"
"random",13,10,24,0.181105687957549,0.175092921694356,11.7
"random",13,50,28,0.156069969647893,0.149347752276235,16.3
"random",13,150,20,0.0723377257545834,0.0623639601135916,23.6
"random",13,350,20,0.0663734769778025,0.055485191330071,37.3
"random",13,650,19,0.0636281800302099,0.0527100728151961,53.4
"random",13,1000,19,0.0637925243223857,0.0530968417564465,69.6
"random",13,1300,21,0.0677722214982394,0.0571570695495271,85.8
