"arm","draw","depth","domains","elsa_d50","elsa_d100","seconds"
"reverse",0,10,27,0.365561129047688,0.336313861279333,11.2
"reverse",0,50,33,0.0903451270903934,0.0831639779442782,13.7
"reverse",0,150,26,0.057783891630243,0.0509272694369385,23.2
"reverse",0,350,27,0.0420345605043013,0.0364466989235542,36.4
"reverse",0,650,24,0.0458203319859269,0.0388918180448016,55
"reverse",0,1000,22,0.0589501607734717,0.0489409383935855,74.3
"reverse",0,1300,20,0.0613133685397596,0.05110371311833,91.3
