"arm","draw","depth","domains","elsa_d50","elsa_d100","seconds"
"random",3,10,23,0.258070578776059,0.263890903558751,10.4
"random",3,50,30,0.198373934672377,0.195379253031397,12.6
"random",3,150,21,0.0759659021336158,0.0661008336869438,19.8
"random",3,350,18,0.0581898555905366,0.0485954671038048,30.3
"random",3,650,20,0.0771725495763293,0.0642901107733782,45.2
"random",3,1000,19,0.0623477112250273,0.0519044042834481,62.6
"random",3,1300,21,0.0715481898237612,0.0592642447602266,74.7
