"arm","draw","depth","domains","elsa_d50","elsa_d100","seconds"
"random",88,10,21,0.201697664524586,0.197019708914132,12.2
"random",88,50,28,0.182444086457454,0.17854440484799,15.6
"random",88,150,24,0.0998789208361959,0.0897699722575406,24.4
"random",88,350,19,0.0706313175323899,0.0592109736150848,37
"random",88,650,20,0.0649080268597556,0.0539325187550307,52.1
"random",88,1000,19,0.073910362829406,0.0610594997297025,71.9
"random",88,1300,19,0.0650968013798441,0.0536334421248429,88.6
