"arm","draw","depth","domains","elsa_d50","elsa_d100","seconds"
"random",95,10,22,0.261106377107796,0.26212853872843,13.5
"random",95,50,30,0.18692156803934,0.18627420914048,17.1
"random",95,150,21,0.103941472049665,0.0935437633310743,26.6
"random",95,350,20,0.0733240564608903,0.062623334454008,36.5
"random",95,650,20,0.073563284484676,0.0616039688111116,54
"random",95,1000,19,0.0673779057082184,0.0553924545862488,72.8
"random",95,1300,20,0.0673178269805937,0.056213946365664,86.5
