"arm","draw","depth","domains","elsa_d50","elsa_d100","seconds"
"random",51,10,25,0.316344990061262,0.320642238741558,12.7
"random",51,50,28,0.172380856824669,0.16530205838398,14.9
"random",51,150,22,0.0917622844822111,0.0810323508362807,22.7
"random",51,350,21,0.0812600184971761,0.0686304619131675,36.9
"random",51,650,17,0.067001997079118,0.0556116231659147,54
"random",51,1000,19,0.0679498114582567,0.0566367005427858,73.5
"random",51,1300,20,0.0698646755495951,0.0581050716157529,89.3
