"arm","draw","depth","domains","elsa_d50","elsa_d100","seconds"
"random",1,10,23,0.259650321894832,0.263204336906066,6.3
"random",1,50,30,0.192326248448453,0.187675539197679,7.4
"random",1,150,21,0.0949084925027361,0.0840004226482867,11.8
"random",1,350,20,0.0713063863343711,0.0587971316669975,19.7
"random",1,650,18,0.076071336670733,0.0625886550794049,27.4
"random",1,1000,17,0.0698455394700818,0.0569379548960865,37.1
"random",1,1300,21,0.0713174993624849,0.058875980085537,43.7
