"arm","draw","depth","domains","elsa_d50","elsa_d100","seconds"
"random",11,10,25,0.254114737539051,0.255197842074226,13
"random",11,50,29,0.176223744199199,0.168718039142293,15.5
"random",11,150,25,0.0861475176071081,0.0758642376102396,23.3
"random",11,350,20,0.0545071011843508,0.0453819647157534,35.2
"random",11,650,19,0.0588919476339194,0.0497458421634407,52.8
"random",11,1000,21,0.0701605483573509,0.0583540098853564,73.9
"random",11,1300,22,0.0800672279075432,0.066854714041013,87.6
