"mechanism","dominance","r2_dominant_parent","R2_linear_both","gain"
"COL4A1-ITGA1",0.977230769230769,0.885427771291482,0.892990207163635,0.00756243587215344
"COL4A1-ITGA2",0.995653846153846,0.849862587033097,0.853553947213181,0.00369136018008454
"COL4A1-ITGAV",0.950653846153846,0.840704161138185,0.853866693751493,0.0131625326133081
"COL4A1-ITGB1",0.644807692307692,0.715953723664953,0.867112509880716,0.151158786215762
"COL4A1-ITGB8",0.981692307692308,0.706478161171471,0.711159115320243,0.0046809541487719
"COL4A2-CD93",0.840384615384615,0.614000057496589,0.718115765684582,0.104115708187993
"COL4A3-CD47",0.998807692307692,0.87467749626341,0.874915566937007,0.000238070673597268
"COL4A3-CD93",0.995653846153846,0.664657547579245,0.667470735496877,0.00281318791763163
"COL4A3-ITGA1",0.993576923076923,0.54195365825988,0.547535962075628,0.00558230381574754
"COL4A3-ITGA2",0.953384615384615,0.299075163621505,0.310171495744606,0.011096332123101
"COL4A3-ITGAV",0.996307692307692,0.714098806131565,0.716526222383106,0.00242741625154141
"COL4A3-ITGB1",0.999961538461538,0.998260574468531,0.998261429202446,8.54733915534034e-07
"COL4A4-CD47",0.995115384615385,0.675031526910305,0.675733094531329,0.00070156762102469
"COL4A4-CD93",0.983730769230769,0.646632009159429,0.651324199469949,0.00469219031051993
"COL4A4-ITGA1",0.975807692307692,0.485713804848482,0.494894324623986,0.00918051977550405
"COL4A4-ITGA2",0.888961538461538,0.193861630527612,0.224065145586755,0.0302035150591431
"COL4A4-ITGAV",0.988615384615385,0.522551897266425,0.533721090536732,0.0111691932703072
"COL4A4-ITGB1",0.999461538461539,0.945058318586399,0.945458954238439,0.000400635652039627
"COL4A5-CD47",0.945076923076923,0.622130839675444,0.627508067449713,0.0053772277742693
"COL4A5-CD93",0.814576923076923,0.44788916999005,0.501037296474134,0.0531481264840838
"COL4A5-ITGA1",0.722961538461538,0.333398878126442,0.454933280074904,0.121534401948462
"COL4A5-ITGA2",0.879730769230769,0.257180800076995,0.309602150861011,0.0524213507840153
"COL4A5-ITGAV",0.861115384615385,0.455618058937559,0.51192724452485,0.0563091855872904
"COL4A5-ITGB1",0.991730769230769,0.913589379362496,0.915924613611992,0.00233523424949533
"COL4A6-CD47",0.974307692307692,0.685356682690652,0.687337097766868,0.00198041507621605
"COL4A6-CD93",0.896653846153846,0.506718161412764,0.540519412078572,0.0338012506658087
"COL4A6-ITGA1",0.827884615384615,0.403410259567806,0.467564961153073,0.064154701585267
"COL4A6-ITGA2",0.837423076923077,0.178264991097503,0.259315856707642,0.0810508656101389
"COL4A6-ITGAV",0.927576923076923,0.482793924409736,0.521524215905755,0.0387302914960189
"COL4A6-ITGB1",0.997730769230769,0.917538949030161,0.919003975645834,0.00146502661567283
"COL5A1-ITGA1",0.962038461538462,0.747164020387215,0.757110382726845,0.00994636233963075
"COL5A1-ITGB1",0.568730769230769,0.608808144388114,0.803444677850979,0.194636533462865
"COL5A1-SDC3",0.829038461538462,0.370883920817201,0.480083429765744,0.109199508948543
"COL5A2-DDR1",0.979038461538462,0.880540191604736,0.882300421175213,0.00176022957047706
"COL5A2-ITGA1",0.968884615384615,0.766163625695074,0.773273728837213,0.00711010314213989
"COL5A2-ITGB1",0.509192307692308,0.47890563748684,0.791194672492762,0.312289035005923
"COL5A3-SDC3",0.967923076923077,0.613313385110085,0.61516445355361,0.00185106844352478
"COL6A1-ITGA1",0.920461538461538,0.615748412570531,0.644456579959114,0.0287081673885827
"COL6A1-ITGA2",0.9905,0.717083788800076,0.72336151482258,0.00627772602250409
"COL6A1-ITGA6",0.906884615384615,0.695860394648812,0.712682127491194,0.0168217328423821
"COL6A1-ITGB1",0.814538461538462,0.727839819105652,0.81683125072671,0.0889914316210582
"COL6A2-ITGA1",0.935,0.641035774877922,0.668508879683495,0.0274731048055731
"COL6A2-ITGA2",0.9925,0.742093097164036,0.746911376639834,0.00481827947579794
"COL6A2-ITGB1",0.781769230769231,0.737169228913856,0.828887673821515,0.0917184449076595
"COL6A3-ITGA1",0.947269230769231,0.686488194496021,0.703083307480427,0.0165951129844061
"COL6A3-ITGA2",0.994307692307692,0.797271508886373,0.800436576157772,0.0031650672713982
"COL6A3-ITGB1",0.575423076923077,0.608222413138973,0.799624247674727,0.191401834535754
"COL7A1-ITGA2",0.833423076923077,0.84358777153529,0.847407250254699,0.00381947871940902
"COL7A1-ITGB1",1,1,1,0
"COL8A1-ITGA1",0.657423076923077,0.234148721812198,0.374638747423363,0.140490025611164
"COL8A1-ITGA2",0.817846153846154,0.267227480165717,0.309944451668792,0.0427169715030746
"COL9A1-MAG",0.992115384615385,0.416114914235893,0.416685478667717,0.000570564431824905
"COL9A2-MAG",0.995038461538462,0.604939144910169,0.605036908505741,9.7763595571787e-05
"COL9A3-MAG",0.994576923076923,0.584254062328107,0.584409747979201,0.000155685651093584
"COLQ-MUSK",0.725538461538461,0.452382491702767,0.610306371571854,0.157923879869087
"CP-SLC40A1",0.904307692307692,0.353840947178342,0.403838029912221,0.0499970827338788
"CSF1-CSF1R",0.928730769230769,0.560757778812626,0.576961243347357,0.0162034645347314
"CTF1-IL6ST",0.977192307692308,0.667144496421672,0.678188450418734,0.0110439539970617
"CTF1-LIFR",0.957461538461538,0.549801761658324,0.569955662650738,0.020153900992415
"CTGF-ERBB4",0.684884615384615,0.255593261557025,0.313508767352932,0.0579155057959067
"CTGF-ITGA5",0.503730769230769,0.346754031270139,0.469086951890552,0.122332920620413
"CTGF-ITGAM",0.952461538461538,0.180167482634348,0.185906710036355,0.00573922740200714
"CTGF-ITGB2",0.952230769230769,0.611970530295988,0.612177556603348,0.000207026307360136
"CTGF-LRP1",0.936884615384615,0.699545436387158,0.733374725561847,0.0338292891746884
"CTGF-LRP6",0.855,0.539453857725934,0.622295087119167,0.0828412293932331
"CTGF-NTRK1",1,1,1,0
"CTHRC1-FZD3",0.671076923076923,0.232041219508379,0.319109193912972,0.0870679744045932
"CTHRC1-FZD5",0.974615384615385,0.38423092385767,0.388207076529379,0.00397615267170898
"CTHRC1-FZD6",0.957615384615385,0.624461240856106,0.638072965265859,0.013611724409753
"CUBN-LRP2",0.840884615384615,0.0430979021733161,0.0482399721731595,0.00514206999984337
"CX3CL1-CX3CR1",0.807346153846154,0.233270185107181,0.256454793008436,0.0231846079012553
"CXCL12-ACKR3",0.950230769230769,0.77083985300779,0.782704678024998,0.0118648250172085
"CXCL12-CCR4",1,1,1,0
"CXCL12-CXCR4",1,1,1,0
"CXCL12-ITGB1",0.823653846153846,0.625338725309364,0.716642519785606,0.0913037944762416
"CXCL12-SDC4",0.893269230769231,0.455134753097113,0.476609148886027,0.0214743957889144
"CXCL13-ACKR4",0.564384615384615,0.195373819007053,0.213743098045038,0.018369279037985
"CXCL13-CXCR5",0.689846153846154,0.0585917252084567,0.330218957059795,0.271627231851338
"CXCL13-HTR2A",0.603884615384615,0.0162849408439206,0.0593477739032381,0.0430628330593175
"CYR61-CAV1",0.97,0.757919880100866,0.766373797236689,0.00845391713582377
"CYR61-ITGA5",0.728038461538462,0.320356775607144,0.434574897460013,0.114218121852868
"CYR61-ITGAM",0.935076923076923,0.0910804713392743,0.0963845369391113,0.00530406559983702
"CYR61-ITGAV",0.931230769230769,0.588292282456834,0.608589692947269,0.0202974104904353
"CYR61-ITGB2",0.949269230769231,0.466877691997752,0.467610641185806,0.000732949188054499
"CYR61-ITGB3",0.726461538461538,0.0871179504006436,0.141729074402482,0.0546111240018382
"CYR61-ITGB5",0.952538461538462,0.65788228908167,0.672344392170667,0.0144621030889974
"DCN-EGFR",0.960461538461538,0.815342033135856,0.824097345420163,0.00875531228430704
"DCN-ERBB4",0.836615384615385,0.285681155811984,0.292164425165552,0.00648326935356774
"DCN-MET",0.986961538461538,0.829613323759953,0.830902896252494,0.00128957249254114
"DHH-BOC",0.995923076923077,0.364591657806194,0.366875257185101,0.00228359937890693
"DHH-CDON",0.997961538461538,0.56960826520681,0.570402327422427,0.000794062215617175
"DHH-HHIP",0.975884615384615,0.274886583508671,0.279335495000062,0.00444891149139137
"DHH-PTCH1",0.9955,0.336389438689163,0.337642914723415,0.00125347603425213
"DHH-PTCH2",0.915692307692308,0.0610697493041806,0.0923213619554372,0.0312516126512566
"DKK1-KREMEN1",1,1,1,0
"DKK1-KREMEN2",0.999961538461538,0.999999999906106,0.999999999906106,0
"DKK1-LRP5",1,1,1,0
"DKK1-LRP6",1,1,1,0
"DKK2-KREMEN2",0.956807692307692,0.449535321569669,0.455397931740287,0.00586261017061784
"DKK2-LRP6",0.806192307692308,0.380780468952995,0.495175381156889,0.114394912203894
"DLK1-NOTCH1",0.976538461538462,0.801044912802318,0.811284898807838,0.0102399860055196
"DLK1-NOTCH2",0.982423076923077,0.898674147670744,0.902770036947161,0.00409588927641746
"DLK1-NOTCH3",0.993346153846154,0.929930497245907,0.931284173307061,0.00135367606115422
"DLK1-NOTCH4",0.998846153846154,0.94332923542484,0.943455304594865,0.000126069170024778
"DLK2-NOTCH1",0.966115384615385,0.446997844884661,0.455810018287017,0.00881217340235607
"DLL1-NOTCH1",0.978423076923077,0.596040157644225,0.602209130080503,0.00616897243627812
"DLL1-NOTCH2",0.980846153846154,0.543202132215939,0.546562739112031,0.00336060689609219
"DLL1-NOTCH3",0.966769230769231,0.430991435955136,0.450480326728553,0.0194888907734171
"DLL1-NOTCH4",0.839730769230769,0.203595718580846,0.261625777803671,0.0580300592228257
"DLL3-NOTCH1",0.920076923076923,0.567656759699812,0.571643005344727,0.0039862456449149
"DLL3-NOTCH2",0.920807692307692,0.554373067012747,0.558241636050678,0.00386856903793098
"DLL3-NOTCH3",0.887730769230769,0.48991947392649,0.497689530006814,0.00777005608032472
"DLL3-NOTCH4",0.754576923076923,0.215085377981743,0.339352625205104,0.124267247223361
"DLL4-NOTCH1",0.980846153846154,0.595103362343072,0.615499930467106,0.0203965681240345
"DLL4-NOTCH2",0.979538461538462,0.449413236076378,0.453741614993343,0.00432837891696519
"DLL4-NOTCH3",0.960115384615385,0.413536089123669,0.436939471960314,0.0234033828366451
"DLL4-NOTCH4",0.853769230769231,0.117726263372781,0.166123940197318,0.048397676824537
"DSCAM-DCC",0.780961538461538,0.828860221085019,0.873840241995355,0.0449800209103363
"DUSP18-CD151",0.913884615384615,0.405157940864363,0.446214923639719,0.0410569827753561
"DUSP18-ITGA1",0.883730769230769,0.343456422872964,0.370007186562554,0.0265507636895899
"DUSP18-ITGA2",0.805230769230769,0.13088250499333,0.193432897501049,0.0625503925077193
"DUSP18-ITGA3",0.762461538461539,0.139283942695109,0.228213241910856,0.0889292992157475
"DUSP18-ITGA6",0.931769230769231,0.484917073960576,0.518083287311298,0.0331662133507222
"DUSP18-ITGA7",0.6295,0.126954880645479,0.19888945101999,0.0719345703745114
"DUSP18-ITGB1",0.997153846153846,0.914880588916515,0.915673488467416,0.00079289955090045
"DUSP18-ITGB4",0.894384615384615,0.21740446461074,0.250405039213246,0.0330005746025054
"EBI3-IL6ST",0.971,0.509266341979086,0.515427205498557,0.00616086351947132
"ECM1-CACHD1",0.964692307692308,0.620811075611754,0.625238188047805,0.00442711243605076
"EDA-EDA2R",0.968038461538462,0.363983592638373,0.379251225476335,0.0152676328379621
"EDIL3-ITGAV",0.721615384615385,0.192344121282596,0.288647063813749,0.0963029425311529
"EDIL3-ITGB5",0.7605,0.201777399516908,0.251635050786495,0.0498576512695871
"EDN1-EDNRA",0.971884615384615,0.387377245396841,0.400369736492926,0.0129924910960855
"EDN1-EDNRB",0.985038461538462,0.546751856633089,0.551563799236195,0.0048119426031058
"EDN1-KEL",0.907230769230769,0.200730619068711,0.201874210626151,0.0011435915574394
"EDN3-EDNRA",0.938192307692308,0.552668001081215,0.581328140358763,0.0286601392775478
"EDN3-EDNRB",0.964115384615385,0.609634455919048,0.617642467899803,0.00800801198075496
"EDN3-KEL",0.704923076923077,0.12061362241589,0.121645592077376,0.00103196966148593
"EFEMP1-EGFR",0.791884615384615,0.448136777871059,0.515133731622589,0.0669969537515302
"EFEMP2-AQP1",0.625769230769231,0.464232084171284,0.639258944745883,0.175026860574599
"EFEMP2-LINGO1",0.860846153846154,0.34053742204593,0.428935140726126,0.0883977186801961
"EFEMP2-PLSCR4",0.969423076923077,0.551912387896023,0.576874947995374,0.0249625600993512
"EFNA1-EPHA1",0.990692307692308,0.712766477430025,0.716013112027476,0.00324663459745123
"EFNA1-EPHA3",0.741884615384615,0.326663526345554,0.396887367631505,0.0702238412859506
"EFNA1-EPHA4",0.706923076923077,0.341391455758236,0.371727036729919,0.0303355809716838
"EFNA1-EPHA5",0.553461538461538,0.0510718349873078,0.221038282728919,0.169966447741611
"EFNA1-EPHA6",0.743538461538461,0.0825971646637787,0.129444509417429,0.0468473447536504
"EFNA1-EPHA7",0.750807692307692,0.327733043006586,0.402390477252519,0.0746574342459325
"EFNA1-EPHA8",0.9485,0.275759218207624,0.279397065204744,0.00363784699711983
"EFNA1-EPHB1",0.625115384615385,0.0856624520704543,0.175701574878565,0.0900391228081105
"EFNA1-EPHB6",0.965423076923077,0.374700569748913,0.383719891322957,0.00901932157404395
"EFNA2-EPHA1",0.973192307692308,0.466713180695278,0.476109403608111,0.00939622291283398
"EFNA2-EPHA3",0.920615384615385,0.478846118778154,0.501910436140318,0.0230643173621638
"EFNA2-EPHA4",0.939538461538462,0.604207169873334,0.629090895022143,0.024883725148809
"EFNA2-EPHA5",0.767961538461538,0.43302249283155,0.486717747536469,0.0536952547049188
"EFNA2-EPHA6",0.600230769230769,0.243865217556719,0.32029194325733,0.0764267257006109
"EFNA2-EPHA7",0.935769230769231,0.569066939709538,0.591952458384404,0.0228855186748659
"EFNA2-EPHA8",0.905346153846154,0.222282831466654,0.266508705694491,0.0442258742278364
"EFNA3-EPHA1",0.921846153846154,0.276864718831173,0.285129519631845,0.0082648008006721
"EFNA3-EPHA3",0.892807692307692,0.670343949637393,0.680403011550805,0.0100590619134121
"EFNA3-EPHA4",0.980769230769231,0.985294339597207,0.98590528006804,0.000610940470832877
"EFNA3-EPHA5",0.9155,0.922424777282815,0.93309697790689,0.010672200624075
"EFNA3-EPHA6",0.799423076923077,0.78788494915691,0.82743767315066,0.0395527239937502
"EFNA3-EPHA7",0.924192307692308,0.83743741321641,0.847868892409496,0.0104314791930854
"EFNA3-EPHA8",0.871538461538462,0.267433318565024,0.39663648688885,0.129203168323826
"EFNA3-EPHB1",0.875576923076923,0.949673811837942,0.955514408671729,0.00584059683378702
"EFNA3-EPHB6",0.775076923076923,0.401521274404956,0.507692967095136,0.10617169269018
"EFNA4-EPHA1",0.981923076923077,0.637942320312547,0.645043275543907,0.00710095523136001
"EFNA4-EPHA3",0.897807692307692,0.577791747834926,0.602958423392501,0.0251666755575751
"EFNA4-EPHA4",0.895692307692308,0.497577873344674,0.512118580021444,0.0145407066767698
"EFNA4-EPHA5",0.663653846153846,0.313633347365197,0.335034119551045,0.0214007721858475
"EFNA4-EPHA6",0.555307692307692,0.048850089589293,0.151206121483925,0.102356031894632
"EFNA4-EPHA7",0.905846153846154,0.523862985670094,0.557217661472161,0.0333546758020673
"EFNA4-EPHA8",0.916461538461538,0.272639662460572,0.291254131971665,0.0186144695110937
"EFNA5-EPHA1",0.998692307692308,0.936952225915126,0.937061477261234,0.000109251346107397
"EFNA5-EPHA3",0.71,0.341284536436551,0.428714010790536,0.0874294743539843
"EFNA5-EPHA4",0.674769230769231,0.347550072055207,0.452384829268967,0.10483475721376
"EFNA5-EPHA5",0.814615384615385,0.329212927921647,0.380715168356557,0.0515022404349107
"EFNA5-EPHA6",0.921576923076923,0.373867333874705,0.395473066762648,0.0216057328879428
"EFNA5-EPHA7",0.710807692307692,0.40193374647994,0.48996100051346,0.0880272540335206
"EFNA5-EPHA8",0.985,0.594317464665377,0.597903912020223,0.00358644735484559
"EFNA5-EPHB1",0.846076923076923,0.466373904573355,0.49502126094698,0.0286473563736254
"EFNA5-EPHB2",0.804576923076923,0.480944152006986,0.529501024503673,0.0485568724966872
"EFNA5-EPHB6",0.992807692307692,0.6656907869559,0.668274578684121,0.00258379172822021
"EFNB1-EPHA4",0.568192307692308,0.260867599800601,0.352490112353075,0.0916225125524742
"EFNB1-EPHA6",0.816423076923077,0.160172310690713,0.187599048860434,0.0274267381697209
"EFNB1-EPHB1",0.720423076923077,0.181893205707545,0.252498835477027,0.0706056297694812
"EFNB1-EPHB2",0.535769230769231,0.21157894819511,0.36195336534523,0.15037441715012
"EFNB1-EPHB3",0.606192307692308,0.288663801900449,0.426698416519308,0.138034614618859
"EFNB1-EPHB4",0.557884615384615,0.461336061533966,0.579705496635736,0.118369435101771
"EFNB1-EPHB6",0.979115384615385,0.456463752390157,0.463975702543187,0.00751195015302991
"EFNB1-ERBB2",0.700384615384615,0.344011270326039,0.444377835731453,0.100366565405414
"EFNB2-EPHA3",0.550692307692308,0.349201807411929,0.486547963622799,0.13734615621087
"EFNB2-EPHA4",0.563461538461538,0.427649045828347,0.540328033654093,0.112678987825746
"EFNB2-EPHA6",0.835423076923077,0.21546126546064,0.263376831688099,0.0479155662274589
"EFNB2-EPHB1",0.728461538461538,0.260098656383538,0.357079185066991,0.0969805286834533
"EFNB2-EPHB2",0.580461538461538,0.23407207521656,0.415333025414369,0.181260950197809
"EFNB2-EPHB3",0.6275,0.216432627023565,0.386046627790163,0.169614000766598
"EFNB2-EPHB4",0.565307692307692,0.420946013190575,0.563856484763533,0.142910471572958
"EFNB2-EPHB6",0.983307692307692,0.513145650467513,0.524884240946302,0.0117385904787897
"EFNB2-GRM1",0.950230769230769,0.502631972514701,0.51368178547511,0.0110498129604093
"EFNB2-GRM5",0.817115384615385,0.288627362939978,0.367467529956886,0.0788401670169077
"EFNB2-PECAM1",0.534692307692308,0.304578436140898,0.49990737728527,0.195328941144372
"EFNB3-EPHA4",0.7545,0.458966914306813,0.567025736092351,0.108058821785538
"EFNB3-EPHB1",0.6035,0.320617745591746,0.498637089668469,0.178019344076723
"EFNB3-EPHB2",0.654423076923077,0.281088970194877,0.434530927238622,0.153441957043745
"EFNB3-EPHB3",0.599769230769231,0.173835149183489,0.294247660677149,0.12041251149366
"EFNB3-EPHB4",0.642115384615385,0.143807321590124,0.342721471841426,0.198914150251301
"EFNB3-EPHB6",0.974653846153846,0.540194419009532,0.56197828497535,0.0217838659658177
"EGF-CAV1",0.996576923076923,0.764333302694117,0.765434480039175,0.00110117734505799
"EGF-EGFR",0.984192307692308,0.463219050878379,0.470876234847368,0.00765718396898885
"EGF-ERBB2",0.980230769230769,0.415358013426572,0.4244628378913,0.00910482446472849
"EGF-ERBB3",0.961653846153846,0.32905861329776,0.369074500428837,0.040015887131077
"EGF-ERBB4",0.985346153846154,0.670438196319678,0.67451241492146,0.00407421860178114
"EGF-FSHR",0.865769230769231,0.107755963264057,0.626681517671157,0.5189255544071
"EPO-EPOR",0.979884615384615,0.99904403018484,0.999048719002778,4.68881793791454e-06
"F10-F3",0.508692307692308,0.0265699870243829,0.0289114160289627,0.00234142900457984
"F10-ITGAM",0.778384615384615,0.116117759325824,0.147235748299767,0.0311179889739432
"F10-ITGB2",0.870961538461538,0.295488154355353,0.37350038051238,0.0780122261570272
"F11-GP1BA",0.648346153846154,0.232631730106894,0.466475881802864,0.23384415169597
"F12-CD93",0.878807692307692,0.658770251450456,0.662850417881987,0.00408016643153086
"F12-GP1BA",0.897,0.455096406143402,0.508790863264891,0.0536944571214886
"F13A1-ITGA4",0.726076923076923,0.234097320362687,0.295227989123075,0.0611306687603884
"F13A1-ITGA9",0.900346153846154,0.399777177600168,0.450831413370253,0.0510542357700851
"F13A1-ITGB1",0.979961538461538,0.711657347154612,0.725083281557914,0.0134259344033025
"F2-F2R",0.748192307692308,0.159225798223816,0.210898715536414,0.0516729173125984
"F2-F2RL1",0.985961538461538,0.995325534528474,0.995325556102868,2.15743937159729e-08
"F2-F2RL3",0.990615384615385,0.64014240110654,0.643466361767137,0.00332396066059704
"F2-GP1BA",0.989115384615385,0.820509061577565,0.82424442228775,0.00373536071018432
"F2-GP1BB",0.819269230769231,0.405836816240192,0.408214385198731,0.00237756895853958
"F2-GP9",0.972884615384615,0.42161950519539,0.448154294279221,0.0265347890838312
"F2-ITGA2B",0.737615384615385,0.503901563148128,0.563594812390446,0.0596932492423179
"F2-THBD",0.551769230769231,0.00463424896562797,0.0392919328801514,0.0346576839145235
"F7-F3",0.807576923076923,0.431880395197073,0.43467937228966,0.00279897709258714
"F8-LDLR",0.973923076923077,0.4168447358634,0.428809418997589,0.011964683134189
"F8-LRP1",0.998769230769231,0.766874302462172,0.76988098815959,0.00300668569741769
"FARP2-PLXNA1",0.555384615384615,0.33564105051938,0.478521887244831,0.142880836725451
"FARP2-PLXNA2",0.542884615384615,0.368589721979239,0.492086275735151,0.123496553755913
"FARP2-PLXNA3",0.836769230769231,0.403941511038405,0.461637083274413,0.0576955722360073
"FARP2-PLXNA4",0.674576923076923,0.241088440677545,0.342539621192766,0.101451180515221
"FAT4-DCHS1",0.649576923076923,0.338459540099565,0.487123310861487,0.148663770761921
"FBLN1-ITGB1",0.931846153846154,0.902710772261334,0.916693406207395,0.0139826339460606
"FBLN2-ITGB3",0.968384615384615,0.456922163990743,0.469880449052623,0.0129582850618797
"FBN1-ITGA5",0.988538461538462,0.90052538457585,0.903509573057341,0.00298418848149107
"FBN1-ITGAV",0.906307692307692,0.808572029938712,0.82931823414336,0.0207462042046481
"FBN1-ITGB1",0.754307692307692,0.665854427846086,0.803177656201808,0.137323228355722
"FBN1-ITGB3",0.984423076923077,0.544143081453731,0.557423101614863,0.0132800201611316
"FBN1-ITGB6",0.996384615384615,0.737577926108146,0.738908536859921,0.00133061075177443
"FGA-CDH5",0.634230769230769,0.0292375384751067,0.162388309917714,0.133150771442607
"FGA-ITGA2B",0.871653846153846,0.71620243738496,0.733242341825907,0.0170399044409464
"FGA-ITGA5",0.724576923076923,0.309624322414916,0.310467045503732,0.000842723088815889
"FGA-ITGAD",1,1,1,0
"FGA-ITGAM",0.984192307692308,0.327320390914845,0.329696004824269,0.00237561390942437
"FGA-ITGAV",0.630923076923077,0.0385815322008541,0.12575275064691,0.087171218446056
"FGA-ITGB1",0.822115384615385,0.482867162320874,0.505083185937905,0.0222160236170311
"FGA-ITGB2",0.992230769230769,0.771283216492714,0.774567019149414,0.00328380265670025
"FGA-ITGB3",0.933653846153846,0.509608436310809,0.528624700934727,0.0190162646239178
"FGA-PLAUR",0.986923076923077,0.522525893952022,0.528955892270112,0.00642999831808999
"FGB-ITGA2B",0.796769230769231,0.692991611296734,0.715236808076421,0.0222451967796869
"FGB-ITGA5",0.597730769230769,0.204139599469735,0.204716097907834,0.000576498438098705
"FGB-ITGAM",0.974807692307692,0.306812420307624,0.30907253759027,0.0022601172826463
"FGB-ITGAV",0.697384615384615,0.0547411103593792,0.0907230575214256,0.0359819471620464
"FGB-ITGB1",0.847307692307692,0.486884388463542,0.490584558845219,0.00370017038167764
"FGB-ITGB2",0.984769230769231,0.70332263648601,0.71182009188487,0.00849745539886038
"FGF10-FGFR1",0.928423076923077,0.578242035118594,0.60903663405769,0.0307945989390959
"FGF10-FGFR2",0.999884615384615,0.997129101304208,0.997136323566869,7.22226266047787e-06
"FGF10-FGFR3",0.733115384615385,0.194786485707062,0.251688415696076,0.0569019299890141
"FGF10-FGFR4",0.655076923076923,0.221015477676544,0.300086481671476,0.0790710039949329
"FGF11-FGFR1",0.982038461538462,0.660987556936301,0.666868257380981,0.00588070044467948
"FGF11-FGFR2",1,1,1,0
"FGF11-FGFR3",0.896576923076923,0.447237392917113,0.482362438765992,0.0351250458488791
"FGF11-FGFR4",0.556,0.155169853620569,0.326490973108573,0.171321119488004
"FGF12-FGFR1",0.842,0.2985448858247,0.348925408396622,0.0503805225719228
"FGF12-FGFR2",0.997423076923077,0.972742289195487,0.972840469302885,9.81801073977051e-05
"FGF12-FGFR3",0.578307692307692,0.240718361429466,0.458760982039588,0.218042620610122
"FGF12-FGFR4",0.726461538461538,0.273996095879947,0.277145677365702,0.00314958148575528
"FGF13-EGFR",0.641,0.218708457164672,0.254493617290997,0.0357851601263244
"FGF13-FGFR1",0.620076923076923,0.1931868047783,0.346349085011875,0.153162280233575
"FGF13-FGFR2",0.986076923076923,0.879755254766698,0.882851724836762,0.00309647007006308
"FGF13-FGFR3",0.752076923076923,0.413517777512919,0.447549053549077,0.0340312760361589
"FGF13-FGFR4",0.923269230769231,0.784854829886784,0.796106801959423,0.0112519720726397
"FGF13-SCN5A",0.990615384615385,0.9627767493605,0.962971489397538,0.000194740037037677
"FGF13-SCN8A",0.934923076923077,0.840568058545519,0.848717547238336,0.00814948869281662
"FGF14-FGFR1",0.7885,0.233446813624189,0.328413930575976,0.094967116951787
"FGF14-FGFR2",0.988423076923077,0.913504808451307,0.914392472097324,0.000887663646016779
"FGF14-FGFR3",0.504230769230769,0.329332169411907,0.450492628761694,0.121160459349787
"FGF14-FGFR4",0.773961538461538,0.237316051126719,0.245876597214928,0.00856054608820878
"FGF18-FGFR1",0.993769230769231,0.84226456474877,0.84751900807161,0.00525444332283975
"FGF18-FGFR2",1,1,1,0
"FGF18-FGFR3",0.932307692307692,0.361120027099624,0.372081811279229,0.0109617841796054
"FGF18-FGFR4",0.616384615384615,0.208650245234652,0.269003743424575,0.0603534981899224
"FGF2-CD44",1,1,1,0
"FGF2-FGFR1",0.946076923076923,0.657031552320119,0.680968014843036,0.0239364625229176
"FGF2-FGFR2",1,1,1,0
"FGF2-FGFR3",0.521346153846154,0.199862943183784,0.295749445381755,0.0958865021979703
"FGF2-FGFR4",0.803923076923077,0.27492282987762,0.336693463235881,0.0617706333582611
"FGF2-FGFRL1",0.859730769230769,0.488866774713533,0.527639267661985,0.038772492948452
"FGF2-GPC4",0.701730769230769,0.23519785290083,0.322601429683193,0.0874035767823631
"FGF2-NRP1",0.880692307692308,0.491418299855283,0.523089134672875,0.0316708348175921
"FGF2-SDC1",0.796269230769231,0.409454965078707,0.469756537530441,0.0603015724517334
"FGF2-SDC2",0.881,0.509764458260168,0.538831113799018,0.0290666555388492
"FGF2-SDC3",0.944653846153846,0.577143854815581,0.594497245966745,0.017353391151165
"FGF2-SDC4",0.6485,0.229070026495137,0.301072013893173,0.0720019873980363
"FGF6-FGFR1",0.996153846153846,0.650862557769773,0.655048444231264,0.00418588646149087
"FGF6-FGFR2",1,1,1,0
"FGF6-FGFR3",0.952730769230769,0.276894958782159,0.277272791141564,0.000377832359404529
"FGF6-FGFR4",0.910461538461538,0.541400087441207,0.60302171445865,0.0616216270174439
"FGF6-SDC4",0.971,0.353468146252316,0.354837079370253,0.00136893311793684
"FGF7-FGFR1",0.987576923076923,0.740318400291086,0.746161322150798,0.00584292185971169
"FGF7-FGFR2",1,1,1,0
"FGF7-FGFR3",0.867923076923077,0.239291012484204,0.242033438733778,0.00274242624957427
"FGF7-FGFR4",0.584230769230769,0.291841154588947,0.442402164861537,0.15056101027259
"FGF7-NRP1",0.972884615384615,0.576909163894073,0.585373968296336,0.00846480440226249
"FGF9-FGFR1",0.954423076923077,0.553228118766729,0.560547019334954,0.00731890056822504
"FGF9-FGFR2",1,1,1,2.22044604925031e-16
"FGF9-FGFR3",0.812615384615385,0.346341718726595,0.40111286348497,0.0547711447583747
"FGF9-FGFR4",0.643884615384615,0.227207951315894,0.324675688535217,0.0974677372193231
"FGG-ITGA2B",0.878115384615385,0.709061914130415,0.72762793504624,0.0185660209158248
"FGG-ITGA5",0.724384615384615,0.274942569323877,0.281138969309952,0.00619639998607502
"FGG-ITGAV",0.674115384615385,0.0279501032771198,0.0821916689961443,0.0542415657190245
"FGG-ITGB1",0.850038461538462,0.497605460633529,0.503141040467393,0.00553557983386443
