"mechanism","ligand","receptor","frac_from_ligand","dominance","dominant","r_dominant","r_other","max_r_any_input_gene","nearest_gene"
"A2M-LRP1","A2m","Lrp1",0.868384615384615,0.868384615384615,"ligand",0.754172676524896,0.193070945275304,0.754172676524899,"A2m"
"ACE-AGTR2","Ace","Agtr2",0.989384615384615,0.989384615384615,"ligand",0.763610599437998,0.0300396462700039,0.763610599438003,"Ace"
"ACE-BDKRB2","Ace","Bdkrb2",0.293576923076923,0.706423076923077,"receptor",0.466920025853729,0.270964844940651,0.491913074438697,"Tlr1"
"ADAM10-AXL","Adam10","Axl",0.281653846153846,0.718346153846154,"receptor",0.678456358945967,0.407147164866614,0.67845635894597,"Axl"
"ADAM10-EPHA3","Adam10","Epha3",0.173038461538462,0.826961538461539,"receptor",0.652096303972882,0.352354361798129,0.652096303972886,"Epha3"
"ADAM12-ITGA9","Adam12","Itga9",0.755346153846154,0.755346153846154,"ligand",0.638217406447651,0.538151391621297,0.638217406447655,"Adam12"
"ADAM12-ITGB1","Adam12","Itgb1",0.956346153846154,0.956346153846154,"ligand",0.902758321238973,0.457210943294388,0.902758321238967,"Adam12"
"ADAM12-SDC4","Adam12","Sdc4",0.380615384615385,0.619384615384615,"receptor",0.570232255357383,0.383051110140533,0.57023225535738,"Sdc4"
"ADAM15-ITGA5","Adam15","Itga5",0.376423076923077,0.623576923076923,"receptor",0.506483126739844,0.327826491430374,0.506483126739844,"Itga5"
"ADAM15-ITGA9","Adam15","Itga9",0.943384615384615,0.943384615384615,"ligand",0.690208301710475,0.250542559733766,0.690208301710472,"Adam15"
"ADAM15-ITGAV","Adam15","Itgav",0.877423076923077,0.877423076923077,"ligand",0.610125217419831,0.31957400631433,0.610125217419835,"Adam15"
"ADAM15-ITGB1","Adam15","Itgb1",0.992884615384615,0.992884615384615,"ligand",0.876665224531881,0.246206121745175,0.876665224531884,"Adam15"
"ADAM15-ITGB3","Adam15","Itgb3",0.128192307692308,0.871807692307692,"receptor",0.44200263397702,0.187009666956226,0.442002633977019,"Itgb3"
"ADAM17-ERBB4","Adam17","Erbb4",0.580538461538462,0.580538461538462,"ligand",0.569294893449836,0.246053165734527,0.569294893449833,"Adam17"
"ADAM17-ITGA5","Adam17","Itga5",0.279884615384615,0.720115384615385,"receptor",0.534548367206128,0.360712344899179,0.534548367206129,"Itga5"
"ADAM17-ITGB1","Adam17","Itgb1",0.992346153846154,0.992346153846154,"ligand",0.943008192132372,0.268958407003189,0.943008192132369,"Adam17"
"ADAM17-NOTCH1","Adam17","Notch1",0.767346153846154,0.767346153846154,"ligand",0.648499954458034,0.2909629861658,0.648499954458033,"Adam17"
"ADAM2-CD9","Adam2","Cd9",0.9995,0.9995,"ligand",0.999979857302773,0.230808562984914,0.999979857302775,"Adam2"
"ADAM2-ITGA6","Adam2","Itga6",0.986269230769231,0.986269230769231,"ligand",0.998663572126393,0.261243654564459,0.998663572126392,"Adam2"
"ADAM2-ITGA9","Adam2","Itga9",1,1,"ligand",1,0.343035637794235,1,"Adam2"
"ADAM2-ITGB1","Adam2","Itgb1",1,1,"ligand",1,0.395804992108171,1,"Adam2"
"ADAM23-ITGA5","Adam23","Itga5",0.586961538461538,0.586961538461538,"ligand",0.402926068256699,0.38318477084603,0.409537421040091,"Cxcr5"
"ADAM23-ITGB3","Adam23","Itgb3",0.193923076923077,0.806076923076923,"receptor",0.398996247195889,0.200580176565144,0.398996247195886,"Itgb3"
"ADAM28-ITGA4","Adam28","Itga4",0.988,0.988,"ligand",0.398684047344132,0.0298802760063824,0.426083970850956,"Scgb3a2"
"ADAM9-ITGA3","Adam9","Itga3",0.0705,0.9295,"receptor",0.592015861208056,0.244601754115882,0.592015861208055,"Itga3"
"ADAM9-ITGA6","Adam9","Itga6",0.692115384615385,0.692115384615385,"ligand",0.549546311296401,0.418692931284734,0.549546311296401,"Adam9"
"ADAM9-ITGAV","Adam9","Itgav",0.821423076923077,0.821423076923077,"ligand",0.655061040131074,0.374929078347274,0.655061040131074,"Adam9"
"ADAM9-ITGB1","Adam9","Itgb1",0.991269230769231,0.991269230769231,"ligand",0.932438837037856,0.271652320135675,0.932438837037873,"Adam9"
"ADAM9-ITGB5","Adam9","Itgb5",0.861884615384615,0.861884615384615,"ligand",0.709327033269668,0.308069278208672,0.709327033269671,"Adam9"
"ADCYAP1-ADCYAP1R1","Adcyap1","Adcyap1r1",0.983884615384615,0.983884615384615,"ligand",0.961932442709664,0.462843551676416,0.96193244270966,"Adcyap1"
"ADCYAP1-VIPR1","Adcyap1","Vipr1",0.367769230769231,0.632230769230769,"receptor",0.433960416459923,0.158215583995761,0.433960416459924,"Vipr1"
"ADCYAP1-VIPR2","Adcyap1","Vipr2",0.7935,0.7935,"ligand",0.345970031644441,0.116668594940095,0.49754454700506,"Calm2"
"ADM-CALCR","Adm","Calcr",0.864076923076923,0.864076923076923,"ligand",0.25117212896962,0.574419561722688,0.578706814269832,"Mpl"
"ADM-CALCRL","Adm","Calcrl",0.984538461538462,0.984538461538462,"ligand",0.557333387057961,0.0456863301174964,0.557333387057962,"Adm"
"ADM-GPR182","Adm","Gpr182",0.876846153846154,0.876846153846154,"ligand",0.271668349609466,0.122679430453788,0.320327646252019,"Gucy2c"
"ADM-RAMP2","Adm","Ramp2",0.998576923076923,0.998576923076923,"ligand",0.83615195862017,0.0446420946485523,0.836151958620164,"Adm"
"AGRN-ATP1A3","Agrn","Atp1a3",0.114807692307692,0.885192307692308,"receptor",0.829412456502493,0.49756709462887,0.835720159002934,"Shank1"
"AGRN-LRP4","Agrn","Lrp4",0.0206153846153846,0.979384615384615,"receptor",0.836871040080076,0.196035554468261,0.836871040080078,"Lrp4"
"AGRN-MUSK","Agrn","Musk",0.0124230769230769,0.987576923076923,"receptor",0.888564569560144,0.0806839625025944,0.888564569560141,"Musk"
"AGRP-MC4R","Agrp","Mc4r",0.000307692307692308,0.999692307692308,"receptor",0.975936629301024,0.0530039695273818,0.975936629301031,"Mc4r"
"AGRP-SDC3","Agrp","Sdc3",0.0749615384615385,0.925038461538461,"receptor",0.878056183564223,0.238066904275648,0.878056183564218,"Sdc3"
"AGT-AGTR2","Agt","Agtr2",0.847423076923077,0.847423076923077,"ligand",0.678133767135641,-0.0868189093423766,0.67813376713564,"Agt"
"AGT-LRP2","Agt","Lrp2",0.132923076923077,0.867076923076923,"receptor",0.398501895832567,0.0209603733966002,0.398501895832567,"Lrp2"
"AGT-MAS1","Agt","Mas1",0.0665384615384615,0.933461538461538,"receptor",0.3043751736195,-0.134206865607204,0.448098494263369,"Cxcr5"
"AHSG-INSR","Ahsg","Insr",0.273230769230769,0.726769230769231,"receptor",0.549946681386352,-0.0850910883739115,0.54994668138635,"Insr"
"ALB-LRP2","Alb","Lrp2",0.000269230769230769,0.999730769230769,"receptor",0.988577651812417,-0.0384379244916389,0.988577651812419,"Lrp2"
"ALOX5AP-ALOX5","Alox5ap","Alox5",0.0135384615384615,0.986461538461539,"receptor",0.708646989348252,0.0472795286885893,0.70864698934825,"Alox5"
"ANGPT1-ITGA5","Angpt1","Itga5",0.507730769230769,0.507730769230769,"ligand",0.395625359545488,0.434925811560652,0.43492581156065,"Itga5"
"ANGPT1-ITGB1","Angpt1","Itgb1",0.989769230769231,0.989769230769231,"ligand",0.895395968258271,0.291196696659141,0.895395968258269,"Angpt1"
"ANGPT1-TEK","Angpt1","Tek",0.758692307692308,0.758692307692308,"ligand",0.537536826408682,0.406059682963934,0.537536826408684,"Angpt1"
"ANGPT1-TIE1","Angpt1","Tie1",0.458807692307692,0.541192307692308,"receptor",0.547340007781484,0.457835394498473,0.547340007781485,"Tie1"
"ANGPT2-TEK","Angpt2","Tek",0.940538461538462,0.940538461538462,"ligand",0.691037500253289,0.208843608345926,0.691037500253289,"Angpt2"
"ANGPT2-TIE1","Angpt2","Tie1",0.894,0.894,"ligand",0.634718778800608,0.320404607353335,0.634718778800609,"Angpt2"
"ANGPT4-TEK","Angpt4","Tek",0.998653846153846,0.998653846153846,"ligand",0.983829165452711,0.111489693141909,0.983829165452713,"Angpt4"
"ANGPT4-TIE1","Angpt4","Tie1",0.996807692307692,0.996807692307692,"ligand",0.971572215595399,0.171514026976621,0.97157221559539,"Angpt4"
"ANGPTL1-TEK","Angptl1","Tek",0.648230769230769,0.648230769230769,"ligand",0.421580775487017,0.442489047199884,0.507261804842783,"Dlk1"
"ANGPTL2-TIE1","Angptl2","Tie1",0.181692307692308,0.818307692307692,"receptor",0.588719552614644,0.281590555639327,0.58871955261464,"Tie1"
"ANGPTL3-ITGA5","Angptl3","Itga5",0.839961538461538,0.839961538461538,"ligand",0.529773016854327,0.0218947900799572,0.594455033746693,"Slc2a2"
"ANGPTL3-ITGAV","Angptl3","Itgav",0.899384615384615,0.899384615384615,"ligand",0.833182282199615,-0.136941126882862,0.836015906206478,"Slc2a2"
"ANGPTL3-ITGB3","Angptl3","Itgb3",0.7315,0.7315,"ligand",0.462231017608455,0.306614317776222,0.525694235752474,"Cd5l"
"ANGPTL4-TIE1","Angptl4","Tie1",0.331076923076923,0.668923076923077,"receptor",0.555028288851834,0.485726558277121,0.555028288851836,"Tie1"
"ANXA1-DYSF","Anxa1","Dysf",0.253615384615385,0.746384615384615,"receptor",0.559280215315713,0.103196792025994,0.55928021531571,"Dysf"
"ANXA1-EGFR","Anxa1","Egfr",0.386769230769231,0.613230769230769,"receptor",0.523409828939889,0.216025427067567,0.523409828939891,"Egfr"
"APLN-APLNR","Apln","Aplnr",0.886692307692308,0.886692307692308,"ligand",0.632677047816459,0.409609858349824,0.632677047816463,"Apln"
"APOB-CALCR","Apob","Calcr",0.631423076923077,0.631423076923077,"ligand",0.123421289922287,0.483960112340627,0.496488228300153,"Grm7"
"APOB-ITGAM","Apob","Itgam",0.515346153846154,0.515346153846154,"ligand",0.231402830671804,0.295516653880076,0.295516653880077,"Itgam"
"APOB-ITGB2","Apob","Itgb2",0.389653846153846,0.610346153846154,"receptor",0.402842210012762,0.416922528309569,0.504458957003288,"F12"
"APOB-LDLR","Apob","Ldlr",0.852807692307692,0.852807692307692,"ligand",0.727350691606134,0.0412328891999911,0.75136621716761,"Slc2a2"
"APOB-LRP2","Apob","Lrp2",0.577115384615385,0.577115384615385,"ligand",0.166806915157019,0.250231361832707,0.257119139485045,"Gcgr"
"APOB-LRP6","Apob","Lrp6",0.880538461538461,0.880538461538461,"ligand",0.805865092722353,-0.190240372414171,0.831190651589424,"Slc2a2"
"APOB-LRP8","Apob","Lrp8",0.754615384615385,0.754615384615385,"ligand",0.43380571104113,-0.0580317585997209,0.579767327132718,"Gcgr"
"APOB-LSR","Apob","Lsr",0.796923076923077,0.796923076923077,"ligand",0.550905739439031,0.100591226652322,0.632781720933958,"Mst1"
"APOD-LEPR","Apod","Lepr",0.195461538461538,0.804538461538462,"receptor",0.730816102795988,0.596839151952826,0.73081610279599,"Lepr"
"APOE-CHRNA4","Apoe","Chrna4",0.00357692307692308,0.996423076923077,"receptor",0.919972761709659,-0.00246125035231851,0.919972761709657,"Chrna4"
"APOE-LDLR","Apoe","Ldlr",0.00626923076923077,0.993730769230769,"receptor",0.944255791952525,0.00189369748074325,0.944255791952518,"Ldlr"
"APOE-LRP1","Apoe","Lrp1",0.121923076923077,0.878076923076923,"receptor",0.912789608828199,0.22646241325367,0.912789608828201,"Lrp1"
"APOE-LRP2","Apoe","Lrp2",0.000769230769230769,0.999230769230769,"receptor",0.974795330390865,0.0465712798460185,0.974795330390864,"Lrp2"
"APOE-LRP5","Apoe","Lrp5",0.00526923076923077,0.994730769230769,"receptor",0.963823575000705,0.0399285318485709,0.963823575000706,"Lrp5"
"APOE-LRP8","Apoe","Lrp8",0.00269230769230769,0.997307692307692,"receptor",0.990721316469781,-0.0145634278090537,0.990721316469793,"Lrp8"
"APOE-SCARB1","Apoe","Scarb1",0.00784615384615385,0.992153846153846,"receptor",0.903535585492097,0.0280612562687609,0.903535585492102,"Scarb1"
"APOE-SORL1","Apoe","Sorl1",0.00684615384615385,0.993153846153846,"receptor",0.9222862874449,0.0084806182749259,0.922286287444902,"Sorl1"
"APOE-VLDLR","Apoe","Vldlr",0.00842307692307692,0.991576923076923,"receptor",0.947063913097642,0.0146749890930106,0.947063913097639,"Vldlr"
"APP-CAV1","App","Cav1",0.339307692307692,0.660692307692308,"receptor",0.690102856049663,0.381273325669065,0.69010285604967,"Cav1"
"APP-CD74","App","Cd74",0.0431538461538462,0.956846153846154,"receptor",0.452934528135223,-0.00960186386723829,0.463786680134587,"Insl5"
"APP-GPC1","App","Gpc1",0.172461538461538,0.827538461538462,"receptor",0.849760201809161,0.437157037814733,0.849760201809164,"Gpc1"
"APP-LRP1","App","Lrp1",0.421307692307692,0.578692307692308,"receptor",0.83139989526689,0.711364161958202,0.831399895266895,"Lrp1"
"APP-NCSTN","App","Ncstn",0.0433076923076923,0.956692307692308,"receptor",0.885613304872545,0.309374311189452,0.885613304872541,"Ncstn"
"APP-NGFR","App","Ngfr",0.0105384615384615,0.989461538461539,"receptor",0.959824022362243,0.196307451992024,0.959824022362242,"Ngfr"
"APP-TNFRSF21","App","Tnfrsf21",0.0505384615384615,0.949461538461538,"receptor",0.916001551385111,0.381329538140836,0.916001551385107,"Tnfrsf21"
"ARTN-GFRA1","Artn","Gfra1",1,1,"ligand",1,0.217084272691951,0.999999999999999,"Artn"
"ARTN-RET","Artn","Ret",0.999923076923077,0.999923076923077,"ligand",0.999999924432781,0.179180436948179,0.999999924432779,"Artn"
"B2M-CD247","B2m","Cd247",0.358923076923077,0.641076923076923,"receptor",0.861282782993938,0.647647292598096,0.861282782993936,"Cd247"
"B2M-CD3D","B2m","Cd3d",0.0228076923076923,0.977192307692308,"receptor",0.894800741089324,0.327594068040694,0.894800741089325,"Cd3d"
"B2M-HFE","B2m","Hfe",0.00192307692307692,0.998076923076923,"receptor",0.928510812236187,0.133022100007783,0.928510812236187,"Hfe"
"B2M-TFRC","B2m","Tfrc",0.177307692307692,0.822692307692308,"receptor",0.716501553908957,0.0757126790432744,0.716501553908957,"Tfrc"
"BCAN-EGFR","Bcan","Egfr",0.823,0.823,"ligand",0.44537280556401,0.10344039908042,0.518834452099813,"Wnt7a"
"BCAN-NRCAM","Bcan","Nrcam",0.800153846153846,0.800153846153846,"ligand",0.729004099866687,0.718633598279259,0.75274074004107,"Nrxn2"
"BGN-LY96","Bgn","Ly96",0.00188461538461538,0.998115384615385,"receptor",0.953464115205337,0.0341721528375235,0.953464115205339,"Ly96"
"BGN-TLR1","Bgn","Tlr1",0,1,"receptor",1,0.0405945221457335,1,"Tlr1"
"BGN-TLR2","Bgn","Tlr2",0.000615384615384615,0.999384615384615,"receptor",0.959674184710494,0.0814013090879166,0.959674184710501,"Tlr2"
"BGN-TLR4","Bgn","Tlr4",0.00134615384615385,0.998653846153846,"receptor",0.975425005537881,0.0718986738481743,0.975425005537888,"Tlr4"
"BMP2-ACVR1","Bmp2","Acvr1",0.940846153846154,0.940846153846154,"ligand",0.648075409987636,0.207714649658636,0.64807540998764,"Bmp2"
"BMP2-ACVR2A","Bmp2","Acvr2a",0.953576923076923,0.953576923076923,"ligand",0.626102136430293,0.109339408223656,0.62610213643029,"Bmp2"
"BMP2-ACVR2B","Bmp2","Acvr2b",0.640192307692308,0.640192307692308,"ligand",0.293520317277618,0.233637096030977,0.452283069845138,"Artn"
"BMP2-BMPR1A","Bmp2","Bmpr1a",0.988692307692308,0.988692307692308,"ligand",0.854854026282777,0.144327653677847,0.854854026282772,"Bmp2"
"BMP2-BMPR1B","Bmp2","Bmpr1b",0.883730769230769,0.883730769230769,"ligand",0.512516955951928,0.180072963626485,0.512516955951922,"Bmp2"
"BMP2-BMPR2","Bmp2","Bmpr2",0.984807692307692,0.984807692307692,"ligand",0.797146908486183,0.12080305094973,0.797146908486184,"Bmp2"
"BMP2-ENG","Bmp2","Eng",0.926576923076923,0.926576923076923,"ligand",0.584809944764875,0.171067292010528,0.58480994476487,"Bmp2"
"BMP2-HFE2","Bmp2","Hfe2",0.808,0.808,"ligand",0.49283373517064,0.185601473481607,0.492833735170642,"Bmp2"
"BMP3-ACVR1","Bmp3","Acvr1",0.895807692307692,0.895807692307692,"ligand",0.631010498193272,0.278018814256773,0.631010498193272,"Bmp3"
"BMP3-ACVR2A","Bmp3","Acvr2a",0.920884615384615,0.920884615384615,"ligand",0.683192440101814,0.155105619395799,0.683192440101815,"Bmp3"
"BMP3-ACVR2B","Bmp3","Acvr2b",0.580423076923077,0.580423076923077,"ligand",0.292409230047092,0.282545473185008,0.380036048341707,"Fgfr2"
"BMP3-BMPR1A","Bmp3","Bmpr1a",0.981615384615385,0.981615384615385,"ligand",0.874472060520264,0.218512838297509,0.874472060520266,"Bmp3"
"BMP3-BMPR1B","Bmp3","Bmpr1b",0.833730769230769,0.833730769230769,"ligand",0.552423966263377,0.281391230913223,0.552423966263379,"Bmp3"
"BMP3-BMPR2","Bmp3","Bmpr2",0.974923076923077,0.974923076923077,"ligand",0.82989211013289,0.217914601837459,0.829892110132888,"Bmp3"
"BMP4-ACVR1","Bmp4","Acvr1",0.730769230769231,0.730769230769231,"ligand",0.544840043249814,0.422849976062911,0.544840043249813,"Bmp4"
"BMP4-ACVR2A","Bmp4","Acvr2a",0.793192307692308,0.793192307692308,"ligand",0.604450315872298,0.23121821601536,0.604450315872302,"Bmp4"
"BMP4-ACVR2B","Bmp4","Acvr2b",0.150346153846154,0.849653846153846,"receptor",0.503828913663373,0.247790580488723,0.503828913663378,"Acvr2b"
"BMP4-BMPR1A","Bmp4","Bmpr1a",0.944423076923077,0.944423076923077,"ligand",0.796907251465694,0.339266511508319,0.796907251465699,"Bmp4"
"BMP4-BMPR1B","Bmp4","Bmpr1b",0.5605,0.5605,"ligand",0.439284022030824,0.367437979068041,0.439284022030825,"Bmp4"
"BMP4-BMPR2","Bmp4","Bmpr2",0.923384615384615,0.923384615384615,"ligand",0.782804791474266,0.293577144872395,0.782804791474266,"Bmp4"
"BMP4-HFE2","Bmp4","Hfe2",0.501153846153846,0.501153846153846,"ligand",0.302756452929622,0.419409556293188,0.419409556293187,"Hfe2"
"BMP5-ACVR1","Bmp5","Acvr1",0.760038461538462,0.760038461538462,"ligand",0.53318537769143,0.403255766459441,0.533185377691432,"Bmp5"
"BMP5-ACVR2A","Bmp5","Acvr2a",0.809730769230769,0.809730769230769,"ligand",0.56628439172024,0.22771314566245,0.566284391720239,"Bmp5"
"BMP5-ACVR2B","Bmp5","Acvr2b",0.271615384615385,0.728384615384615,"receptor",0.453242807378011,0.202832998725163,0.453242807378012,"Acvr2b"
"BMP5-BMPR1A","Bmp5","Bmpr1a",0.936653846153846,0.936653846153846,"ligand",0.755491188300282,0.321788474270813,0.755491188300278,"Bmp5"
"BMP5-BMPR1B","Bmp5","Bmpr1b",0.637769230769231,0.637769230769231,"ligand",0.48821728579051,0.421823822215312,0.488217285790513,"Bmp5"
"BMP5-BMPR2","Bmp5","Bmpr2",0.919730769230769,0.919730769230769,"ligand",0.747264737496603,0.310296609493246,0.747264737496601,"Bmp5"
"BMP5-HFE2","Bmp5","Hfe2",0.577576923076923,0.577576923076923,"ligand",0.345999249340507,0.320040595787171,0.345999249340504,"Bmp5"
"BMP6-ACVR1","Bmp6","Acvr1",0.913269230769231,0.913269230769231,"ligand",0.429865088912266,0.26522840442936,0.429865088912269,"Bmp6"
"BMP6-ACVR2A","Bmp6","Acvr2a",0.929153846153846,0.929153846153846,"ligand",0.503052723683977,0.118742533759816,0.50305272368398,"Bmp6"
"BMP6-ACVR2B","Bmp6","Acvr2b",0.692230769230769,0.692230769230769,"ligand",0.24896293022439,0.287338879927848,0.289969533852017,"Fgfr2"
"BMP6-BMPR1A","Bmp6","Bmpr1a",0.976115384615385,0.976115384615385,"ligand",0.682588752416627,0.174974807074597,0.682588752416625,"Bmp6"
"BMP6-BMPR1B","Bmp6","Bmpr1b",0.862,0.862,"ligand",0.359847322884228,0.195706728059114,0.359847322884226,"Bmp6"
"BMP6-BMPR2","Bmp6","Bmpr2",0.969692307692308,0.969692307692308,"ligand",0.661369672070586,0.166330590606318,0.661369672070582,"Bmp6"
"BMP7-ACVR1","Bmp7","Acvr1",0.677807692307692,0.677807692307692,"ligand",0.48298305220445,0.444158248549487,0.482983052204445,"Bmp7"
"BMP7-ACVR2A","Bmp7","Acvr2a",0.7595,0.7595,"ligand",0.559716327459692,0.265004555435888,0.559716327459691,"Bmp7"
"BMP7-ACVR2B","Bmp7","Acvr2b",0.121153846153846,0.878846153846154,"receptor",0.53250202243342,0.197843787666457,0.532502022433421,"Acvr2b"
"BMP7-BMPR1A","Bmp7","Bmpr1a",0.928192307692308,0.928192307692308,"ligand",0.749202277897459,0.278882323148927,0.749202277897457,"Bmp7"
"BMP7-BMPR1B","Bmp7","Bmpr1b",0.462692307692308,0.537307692307692,"receptor",0.295860143651301,0.310824336993119,0.39355575815667,"Fgfr2"
"BMP7-BMPR2","Bmp7","Bmpr2",0.911230769230769,0.911230769230769,"ligand",0.728935007578941,0.259201725538148,0.728935007578942,"Bmp7"
"BMP7-ENG","Bmp7","Eng",0.6265,0.6265,"ligand",0.469743673069186,0.408876852129352,0.469743673069186,"Bmp7"
"BMP8B-ACVR1","Bmp8b","Acvr1",0.980615384615385,0.980615384615385,"ligand",0.585992958706555,0.0917351115297219,0.585992958706556,"Bmp8b"
"BMP8B-ACVR2A","Bmp8b","Acvr2a",0.993730769230769,0.993730769230769,"ligand",0.784461635006723,0.193840885588995,0.784461635006725,"Bmp8b"
"BMP8B-ACVR2B","Bmp8b","Acvr2b",0.916230769230769,0.916230769230769,"ligand",0.361568631635305,0.189306979240888,0.496347313519777,"Adcy9"
"BMP8B-BMPR1A","Bmp8b","Bmpr1a",0.996076923076923,0.996076923076923,"ligand",0.770363542841797,0.0730509984662297,0.77036354284179,"Bmp8b"
"BMP8B-BMPR1B","Bmp8b","Bmpr1b",0.965307692307692,0.965307692307692,"ligand",0.580720109408994,0.136422854528604,0.580720109408991,"Bmp8b"
"BMP8B-BMPR2","Bmp8b","Bmpr2",0.997307692307692,0.997307692307692,"ligand",0.819683488213755,0.137465593826212,0.819683488213757,"Bmp8b"
"BTC-EGFR","Btc","Egfr",0.999269230769231,0.999269230769231,"ligand",0.942536211651652,0.0372489556077977,0.942536211651648,"Btc"
"BTC-ERBB2","Btc","Erbb2",0.999192307692308,0.999192307692308,"ligand",0.870265007881509,0.0719943222903119,0.870265007881513,"Btc"
"BTC-ERBB3","Btc","Erbb3",0.996884615384615,0.996884615384615,"ligand",0.758188219087367,0.112943324894951,0.758188219087368,"Btc"
"BTC-ERBB4","Btc","Erbb4",0.998692307692308,0.998692307692308,"ligand",0.841433396782425,0.0396195491584746,0.841433396782424,"Btc"
"C1QA-CD93","C1qa","Cd93",0.562961538461539,0.562961538461539,"ligand",0.349197505803471,0.355666323123885,0.386367910672971,"Cd247"
"C1QA-CSPG4","C1qa","Cspg4",0.387346153846154,0.612653846153846,"receptor",0.336133638660125,0.231544238869171,0.449979946026703,"Igf2"
"C1QB-LRP1","C1qb","Lrp1",0.955692307692308,0.955692307692308,"ligand",0.65413349145988,0.364234212027282,0.654133491459877,"C1qb"
"C3-C3AR1","C3","C3ar1",0.0618461538461538,0.938153846153846,"receptor",0.48672805048585,-0.0474603536157262,0.486728050485849,"C3ar1"
"C3-CD46","C3","Cd46",0.0443461538461538,0.955653846153846,"receptor",0.583331528242315,-0.114849139316077,0.583331528242317,"Cd46"
"C3-CD81","C3","Cd81",0.861692307692308,0.861692307692308,"ligand",0.806890800681893,-0.270101011307689,0.877467431624409,"Mst1"
"C3-IFITM1","C3","Ifitm1",0.451269230769231,0.548730769230769,"receptor",0.21755104009752,0.154985704047184,0.288434902955866,"Gcgr"
"C3-ITGAM","C3","Itgam",0.0184230769230769,0.981576923076923,"receptor",0.562024146343005,0.063092017404907,0.562024146343003,"Itgam"
"C3-ITGB2","C3","Itgb2",0.0065,0.9935,"receptor",0.901303349235401,0.13389179843683,0.901303349235407,"Itgb2"
"C3-LRP1","C3","Lrp1",0.832346153846154,0.832346153846154,"ligand",0.625126741812569,-0.0777319507713047,0.721090031795851,"Mst1"
"C4B-CD46","C4b","Cd46",0.444115384615385,0.555884615384615,"receptor",0.269387832173,0.110421763213812,0.328534184184012,"Gucy2c"
"CALCA-CALCR","Calca","Calcr",0.478192307692308,0.521807692307692,"receptor",0.946183052743885,0.126366355730845,0.946826383401453,"Mpl"
"CALCA-CALCRL","Calca","Calcrl",0.9565,0.9565,"ligand",0.439418790537612,0.111290421044656,0.439418790537614,"Calca"
"CALCA-RAMP1","Calca","Ramp1",0.973346153846154,0.973346153846154,"ligand",0.538383975908664,0.116189959152605,0.538383975908663,"Calca"
"CALCA-RAMP2","Calca","Ramp2",0.994576923076923,0.994576923076923,"ligand",0.720368330864565,0.107197779097486,0.720368330864568,"Calca"
"CALM1-ABCA1","Calm1","Abca1",0.000307692307692308,0.999692307692308,"receptor",0.996785835664738,0.149338467873354,0.996785835664738,"Abca1"
"CALM1-ADCY8","Calm1","Adcy8",0,1,"receptor",1,0.53374240797956,1,"Adcy8"
"CALM1-ADCYAP1R1","Calm1","Adcyap1r1",0,1,"receptor",1,0.569426138815882,1,"Adcyap1r1"
"CALM1-CACNA1C","Calm1","Cacna1c",0.0320384615384615,0.967961538461538,"receptor",0.71091353089902,0.216804419290913,0.710913530899019,"Cacna1c"
"CALM1-CALCR","Calm1","Calcr",0,1,"receptor",1,0.546508446371689,1,"Calcr"
"CALM1-EGFR","Calm1","Egfr",0.000615384615384615,0.999384615384615,"receptor",0.994160263340433,0.0157816209449783,0.994160263340433,"Egfr"
"CALM1-FAS","Calm1","Fas",0,1,"receptor",1,0.0151889739463849,1,"Fas"
"CALM1-GLP2R","Calm1","Glp2r",0,1,"receptor",1,-0.288441713843084,1,"Glp2r"
"CALM1-GRM3","Calm1","Grm3",0,1,"receptor",1,0.472104260064106,1.00000000000001,"Grm3"
"CALM1-GRM4","Calm1","Grm4",0,1,"receptor",1,0.778736420699071,0.999999999999998,"Grm4"
"CALM1-GRM5","Calm1","Grm5",3.84615384615385e-05,0.999961538461538,"receptor",0.998794493710089,0.608775140206063,0.998794493710098,"Grm5"
"CALM1-GRM7","Calm1","Grm7",0.131769230769231,0.868230769230769,"receptor",0.73854011906689,0.141473008467356,0.738540119066886,"Grm7"
"CALM1-HMMR","Calm1","Hmmr",0.000884615384615385,0.999115384615385,"receptor",0.994694648546466,0.02518333915483,0.994694648546468,"Hmmr"
"CALM1-HTR2C","Calm1","Htr2c",0,1,"receptor",1,0.25914650684218,0.999999999999992,"Htr2c"
"CALM1-INSR","Calm1","Insr",7.69230769230769e-05,0.999923076923077,"receptor",0.999969280780067,0.174986100142548,0.999969280780064,"Insr"
"CALM1-KCNN4","Calm1","Kcnn4",0,1,"receptor",1,-0.227666729988469,0.999999999999999,"Kcnn4"
"CALM1-KCNQ1","Calm1","Kcnq1",3.84615384615385e-05,0.999961538461538,"receptor",0.998430499783336,-0.0104806004676609,0.998430499783338,"Kcnq1"
"CALM1-KCNQ3","Calm1","Kcnq3",0.000153846153846154,0.999846153846154,"receptor",0.955353480385049,0.521684999667516,0.955353480385053,"Kcnq3"
"CALM1-KCNQ5","Calm1","Kcnq5",0.00765384615384615,0.992346153846154,"receptor",0.874635608542766,0.121252149113595,0.874635608542768,"Kcnq5"
"CALM1-MYLK","Calm1","Mylk",0.003,0.997,"receptor",0.970501908574568,0.110471885530853,0.970501908574573,"Mylk"
"CALM1-OPRM1","Calm1","Oprm1",0,1,"receptor",1,0.552072966177328,0.999999999999996,"Oprm1"
