"mechanism","ligand","receptor","frac_from_ligand","dominance","dominant","r_dominant","r_other","max_r_any_input_gene","nearest_gene"
"CTGF-ITGB2","Ctgf","Itgb2",0.0477692307692308,0.952230769230769,"receptor",0.782285453204895,-0.0290121132274482,0.782285453204902,"Itgb2"
"CTGF-LRP1","Ctgf","Lrp1",0.936884615384615,0.936884615384615,"ligand",0.836388328700944,0.355488079888085,0.836388328700946,"Ctgf"
"CTGF-LRP6","Ctgf","Lrp6",0.855,0.855,"ligand",0.734475226080454,0.440477490383656,0.73447522608046,"Ctgf"
"CTGF-NTRK1","Ctgf","Ntrk1",0,1,"receptor",1,0.108001690750294,1,"Ntrk1"
"CTHRC1-FZD3","Cthrc1","Fzd3",0.328923076923077,0.671076923076923,"receptor",0.48170656992445,0.297900831444221,0.481706569924451,"Fzd3"
"CTHRC1-FZD5","Cthrc1","Fzd5",0.0253846153846154,0.974615384615385,"receptor",0.619863633275634,0.0696813117991415,0.619863633275635,"Fzd5"
"CTHRC1-FZD6","Cthrc1","Fzd6",0.0423846153846154,0.957615384615385,"receptor",0.790228600378464,0.197651879178058,0.79022860037846,"Fzd6"
"CUBN-LRP2","Cubn","Lrp2",0.840884615384615,0.840884615384615,"ligand",0.207600342420999,0.0705190191538551,0.496566112942571,"Pmch"
"CX3CL1-CX3CR1","Cx3cl1","Cx3cr1",0.807346153846154,0.807346153846154,"ligand",0.482980522492554,0.157234334273447,0.52442745978267,"Adcy9"
"CXCL12-ACKR3","Cxcl12","Ackr3",0.0497692307692308,0.950230769230769,"receptor",0.877974858983895,0.271036794671999,0.877974858983891,"Ackr3"
"CXCL12-CCR4","Cxcl12","Ccr4",0,1,"receptor",1,0.192278315097578,1,"Ccr4"
"CXCL12-CXCR4","Cxcl12","Cxcr4",0,1,"receptor",1,0.195915319136926,1,"Cxcr4"
"CXCL12-ITGB1","Cxcl12","Itgb1",0.823653846153846,0.823653846153846,"ligand",0.790783614719832,0.545030784483722,0.790783614719838,"Cxcl12"
"CXCL12-SDC4","Cxcl12","Sdc4",0.106730769230769,0.893269230769231,"receptor",0.674636756408301,0.172957860102533,0.674636756408304,"Sdc4"
"CXCL13-ACKR4","Cxcl13","Ackr4",0.435615384615385,0.564384615384615,"receptor",0.442011107334479,0.143572076488213,0.442011107334479,"Ackr4"
"CXCL13-CXCR5","Cxcl13","Cxcr5",0.689846153846154,0.689846153846154,"ligand",0.242057276710403,0.539114280599179,0.540361596952622,"Agrp"
"CXCL13-HTR2A","Cxcl13","Htr2a",0.603884615384615,0.603884615384615,"ligand",0.12761246351325,0.206400047762035,0.266689337565465,"Cxcr5"
"CYR61-CAV1","Cyr61","Cav1",0.97,0.97,"ligand",0.870585940674937,0.204252387450348,0.870585940674947,"Cyr61"
"CYR61-ITGA5","Cyr61","Itga5",0.728038461538462,0.728038461538462,"ligand",0.566000685164907,0.408135435251112,0.566000685164906,"Cyr61"
"CYR61-ITGAM","Cyr61","Itgam",0.0649230769230769,0.935076923076923,"receptor",0.301795413052078,0.0694371113863788,0.313473352624,"Agrp"
"CYR61-ITGAV","Cyr61","Itgav",0.931230769230769,0.931230769230769,"ligand",0.767002139799384,0.218702394093297,0.767002139799379,"Cyr61"
"CYR61-ITGB2","Cyr61","Itgb2",0.0507307692307692,0.949269230769231,"receptor",0.683284488333924,0.00411068691923687,0.683284488333926,"Itgb2"
"CYR61-ITGB3","Cyr61","Itgb3",0.273538461538462,0.726461538461538,"receptor",0.295157501006909,0.233207330660952,0.315339193307336,"Agrp"
"CYR61-ITGB5","Cyr61","Itgb5",0.952538461538462,0.952538461538462,"ligand",0.811099432302643,0.212014504375113,0.811099432302648,"Cyr61"
"DCN-EGFR","Dcn","Egfr",0.0395384615384615,0.960461538461538,"receptor",0.902962919025945,0.287785489081349,0.902962919025946,"Egfr"
"DCN-ERBB4","Dcn","Erbb4",0.163384615384615,0.836615384615385,"receptor",0.534491492740515,0.0387284590801383,0.534491492740515,"Erbb4"
"DCN-MET","Dcn","Met",0.0130384615384615,0.986961538461538,"receptor",0.910831117035399,0.0841681098584907,0.910831117035401,"Met"
"DHH-BOC","Dhh","Boc",0.995923076923077,0.995923076923077,"ligand",0.603814257703637,0.0576698744505683,0.603814257703639,"Dhh"
"DHH-CDON","Dhh","Cdon",0.997961538461538,0.997961538461538,"ligand",0.754723966233225,0.0454326582737479,0.75472396623322,"Dhh"
"DHH-HHIP","Dhh","Hhip",0.975884615384615,0.975884615384615,"ligand",0.524296274551585,0.0740737533949293,0.524296274551583,"Dhh"
"DHH-PTCH1","Dhh","Ptch1",0.9955,0.9955,"ligand",0.579990895350231,0.0371816780656954,0.579990895350229,"Dhh"
"DHH-PTCH2","Dhh","Ptch2",0.915692307692308,0.915692307692308,"ligand",0.247122943702483,0.181574519296846,0.284627129270136,"Agrp"
"DKK1-KREMEN1","Dkk1","Kremen1",1,1,"ligand",1,0.297267699597037,1,"Dkk1"
"DKK1-KREMEN2","Dkk1","Kremen2",0.999961538461538,0.999961538461538,"ligand",0.999999999953053,0.127860516595515,0.999999999953046,"Dkk1"
"DKK1-LRP5","Dkk1","Lrp5",1,1,"ligand",1,0.264561447243457,1,"Dkk1"
"DKK1-LRP6","Dkk1","Lrp6",1,1,"ligand",1,0.363072673073586,1,"Dkk1"
"DKK2-KREMEN2","Dkk2","Kremen2",0.0431923076923077,0.956807692307692,"receptor",0.670473952939015,0.0972830848016729,0.670473952939017,"Kremen2"
"DKK2-LRP6","Dkk2","Lrp6",0.806192307692308,0.806192307692308,"ligand",0.617074119496998,0.437996563474687,0.617074119496996,"Dkk2"
"DLK1-NOTCH1","Dlk1","Notch1",0.0234615384615385,0.976538461538462,"receptor",0.895011124401433,0.24890425433536,0.895011124401434,"Notch1"
"DLK1-NOTCH2","Dlk1","Notch2",0.0175769230769231,0.982423076923077,"receptor",0.947984254969851,0.280513332762225,0.947984254969851,"Notch2"
"DLK1-NOTCH3","Dlk1","Notch3",0.00665384615384615,0.993346153846154,"receptor",0.964329039926677,0.242929246495549,0.964329039926687,"Notch3"
"DLK1-NOTCH4","Dlk1","Notch4",0.00115384615384615,0.998846153846154,"receptor",0.971251376022109,0.0699124974564603,0.971251376022106,"Notch4"
"DLK2-NOTCH1","Dlk2","Notch1",0.966115384615385,0.966115384615385,"ligand",0.668578974306447,0.109943079968866,0.66857897430644,"Dlk2"
"DLL1-NOTCH1","Dll1","Notch1",0.978423076923077,0.978423076923077,"ligand",0.772036370674481,0.124650180167289,0.772036370674483,"Dll1"
"DLL1-NOTCH2","Dll1","Notch2",0.980846153846154,0.980846153846154,"ligand",0.737022477415675,0.0738161938981442,0.737022477415681,"Dll1"
"DLL1-NOTCH3","Dll1","Notch3",0.966769230769231,0.966769230769231,"ligand",0.656499380011235,0.189060036367433,0.656499380011235,"Dll1"
"DLL1-NOTCH4","Dll1","Notch4",0.839730769230769,0.839730769230769,"ligand",0.451215822618008,0.266223090144654,0.451215822618009,"Dll1"
"DLL3-NOTCH1","Dll3","Notch1",0.920076923076923,0.920076923076923,"ligand",0.753429996548991,0.0419702684417216,0.753429996548988,"Dll3"
"DLL3-NOTCH2","Dll3","Notch2",0.920807692307692,0.920807692307692,"ligand",0.744562332523441,0.0325134796235963,0.744562332523443,"Dll3"
"DLL3-NOTCH3","Dll3","Notch3",0.887730769230769,0.887730769230769,"ligand",0.699942479012733,0.0835275881765259,0.708232316677876,"Nrxn2"
"DLL3-NOTCH4","Dll3","Notch4",0.754576923076923,0.754576923076923,"ligand",0.463772981082062,0.388934691460788,0.528756533116331,"Nrxn2"
"DLL4-NOTCH1","Dll4","Notch1",0.980846153846154,0.980846153846154,"ligand",0.771429427973208,0.253889012986608,0.771429427973212,"Dll4"
"DLL4-NOTCH2","Dll4","Notch2",0.979538461538462,0.979538461538462,"ligand",0.670382902583574,0.0748672657235822,0.670382902583572,"Dll4"
"DLL4-NOTCH3","Dll4","Notch3",0.960115384615385,0.960115384615385,"ligand",0.643067717370161,0.203593346192422,0.643067717370156,"Dll4"
"DLL4-NOTCH4","Dll4","Notch4",0.853769230769231,0.853769230769231,"ligand",0.343112610337745,0.227638655500841,0.384716741704147,"Gucy2c"
"DSCAM-DCC","Dscam","Dcc",0.780961538461538,0.780961538461538,"ligand",0.910417608070614,0.713526434046953,0.910417608070617,"Dscam"
"DUSP18-CD151","Dusp18","Cd151",0.913884615384615,0.913884615384615,"ligand",0.636520181034634,0.261521263251261,0.636520181034631,"Dusp18"
"DUSP18-ITGA1","Dusp18","Itga1",0.883730769230769,0.883730769230769,"ligand",0.586051553084678,0.185972300984155,0.586051553084681,"Dusp18"
"DUSP18-ITGA2","Dusp18","Itga2",0.194769230769231,0.805230769230769,"receptor",0.361776871833081,0.261268257059837,0.401747259126917,"Gucy2c"
"DUSP18-ITGA3","Dusp18","Itga3",0.237538461538462,0.762461538461539,"receptor",0.373207640188553,0.315929573897173,0.506568819854501,"Cxcr4"
"DUSP18-ITGA6","Dusp18","Itga6",0.931769230769231,0.931769230769231,"ligand",0.696359873887472,0.261544501699656,0.69635987388747,"Dusp18"
"DUSP18-ITGA7","Dusp18","Itga7",0.3705,0.6295,"receptor",0.356307284019677,0.275308916487804,0.455794480437384,"Cxcr5"
"DUSP18-ITGB1","Dusp18","Itgb1",0.997153846153846,0.997153846153846,"ligand",0.95649390427567,0.130280100998961,0.956493904275658,"Dusp18"
"DUSP18-ITGB4","Dusp18","Itgb4",0.105615384615385,0.894384615384615,"receptor",0.466266516716288,0.197988700623956,0.466266516716289,"Itgb4"
"EBI3-IL6ST","Ebi3","Il6st",0.971,0.971,"ligand",0.713628994631725,0.091597521562489,0.713628994631723,"Ebi3"
"ECM1-CACHD1","Ecm1","Cachd1",0.964692307692308,0.964692307692308,"ligand",0.787915652599791,0.0988404099267832,0.787915652599795,"Ecm1"
"EDA-EDA2R","Eda","Eda2r",0.0319615384615385,0.968038461538462,"receptor",0.60331052753816,0.153972394683268,0.603310527538156,"Eda2r"
"EDIL3-ITGAV","Edil3","Itgav",0.721615384615385,0.721615384615385,"ligand",0.438570543108627,0.30741876519034,0.489257955534628,"Wnt7a"
"EDIL3-ITGB5","Edil3","Itgb5",0.7605,0.7605,"ligand",0.449196393036395,0.19536398247145,0.454581263745538,"Wnt7a"
"EDN1-EDNRA","Edn1","Ednra",0.971884615384615,0.971884615384615,"ligand",0.622396373219543,0.14694678042973,0.622396373219541,"Edn1"
"EDN1-EDNRB","Edn1","Ednrb",0.985038461538462,0.985038461538462,"ligand",0.739426708087481,0.109177290968775,0.739426708087478,"Edn1"
"EDN1-KEL","Edn1","Kel",0.907230769230769,0.907230769230769,"ligand",0.448029707797051,0.0214680327836157,0.448029707797053,"Edn1"
"EDN3-EDNRA","Edn3","Ednra",0.938192307692308,0.938192307692308,"ligand",0.743416438533084,0.271819634323767,0.743416438533085,"Edn3"
"EDN3-EDNRB","Edn3","Ednrb",0.964115384615385,0.964115384615385,"ligand",0.780790916903525,0.152139379873667,0.780790916903527,"Edn3"
"EDN3-KEL","Edn3","Kel",0.704923076923077,0.704923076923077,"ligand",0.347294719821493,-0.0669123190090497,0.47182111383981,"Agrp"
"EFEMP1-EGFR","Efemp1","Egfr",0.791884615384615,0.791884615384615,"ligand",0.66943018894509,0.345629996532364,0.669430188945094,"Efemp1"
"EFEMP2-AQP1","Efemp2","Aqp1",0.374230769230769,0.625769230769231,"receptor",0.681345788987709,0.574603367435722,0.681345788987711,"Aqp1"
"EFEMP2-LINGO1","Efemp2","Lingo1",0.139153846153846,0.860846153846154,"receptor",0.583555843125515,0.241264477775552,0.651164109096861,"Nmbr"
"EFEMP2-PLSCR4","Efemp2","Plscr4",0.0305769230769231,0.969423076923077,"receptor",0.742908061536569,0.257646322193271,0.742908061536574,"Plscr4"
"EFNA1-EPHA1","Efna1","Epha1",0.00930769230769231,0.990692307692308,"receptor",0.844254983657204,0.119792729333762,0.844254983657199,"Epha1"
"EFNA1-EPHA3","Efna1","Epha3",0.741884615384615,0.741884615384615,"ligand",0.571544859434108,0.310912670688855,0.571544859434107,"Efna1"
"EFNA1-EPHA4","Efna1","Epha4",0.706923076923077,0.706923076923077,"ligand",0.584287134684853,0.17822136852701,0.584287134684856,"Efna1"
"EFNA1-EPHA5","Efna1","Epha5",0.446538461538462,0.553461538461538,"receptor",0.22599078518229,0.407484505412494,0.423888473419837,"Ptma"
"EFNA1-EPHA6","Efna1","Epha6",0.256461538461538,0.743538461538461,"receptor",0.287397224523444,0.208635270923245,0.472688137790057,"Il2"
"EFNA1-EPHA7","Efna1","Epha7",0.750807692307692,0.750807692307692,"ligand",0.572479731524694,0.314952534435252,0.572479731524693,"Efna1"
"EFNA1-EPHA8","Efna1","Epha8",0.0515,0.9485,"receptor",0.525127811306566,0.0566879735979599,0.525127811306565,"Epha8"
"EFNA1-EPHB1","Efna1","Ephb1",0.374884615384615,0.625115384615385,"receptor",0.292681485698112,0.288954640017655,0.389661161258785,"Nmbr"
"EFNA1-EPHB6","Efna1","Ephb6",0.0345769230769231,0.965423076923077,"receptor",0.612127903096169,0.108863774397359,0.612127903096175,"Ephb6"
"EFNA2-EPHA1","Efna2","Epha1",0.0268076923076923,0.973192307692308,"receptor",0.683164094998616,0.129839200012701,0.683164094998616,"Epha1"
"EFNA2-EPHA3","Efna2","Epha3",0.920615384615385,0.920615384615385,"ligand",0.691987079921406,0.203360016699419,0.691987079921408,"Efna2"
"EFNA2-EPHA4","Efna2","Epha4",0.939538461538462,0.939538461538462,"ligand",0.777307641718087,0.276318111273593,0.777307641718087,"Efna2"
"EFNA2-EPHA5","Efna2","Epha5",0.767961538461538,0.767961538461538,"ligand",0.658044445939292,0.316779633585018,0.658044445939292,"Efna2"
"EFNA2-EPHA6","Efna2","Epha6",0.600230769230769,0.600230769230769,"ligand",0.49382711302309,0.318201026990205,0.511804952181281,"Adcy9"
"EFNA2-EPHA7","Efna2","Epha7",0.935769230769231,0.935769230769231,"ligand",0.754365256165432,0.237041963282576,0.754365256165434,"Efna2"
"EFNA2-EPHA8","Efna2","Epha8",0.0946538461538462,0.905346153846154,"receptor",0.471468802219886,0.237061984841065,0.471468802219885,"Epha8"
"EFNA3-EPHA1","Efna3","Epha1",0.0781538461538462,0.921846153846154,"receptor",0.526179359944091,0.0821470574283236,0.526179359944089,"Epha1"
"EFNA3-EPHA3","Efna3","Epha3",0.892807692307692,0.892807692307692,"ligand",0.818745350910399,0.0997748121101371,0.818745350910399,"Efna3"
"EFNA3-EPHA4","Efna3","Epha4",0.980769230769231,0.980769230769231,"ligand",0.992619937134655,0.54978152293937,0.992619937134654,"Efna3"
"EFNA3-EPHA5","Efna3","Epha5",0.9155,0.9155,"ligand",0.960429475434201,0.631723141509659,0.960429475434208,"Efna3"
"EFNA3-EPHA6","Efna3","Epha6",0.799423076923077,0.799423076923077,"ligand",0.887628835244163,0.581140484254232,0.887628835244162,"Efna3"
"EFNA3-EPHA7","Efna3","Epha7",0.924192307692308,0.924192307692308,"ligand",0.915116065434549,0.260413518780305,0.915116065434551,"Efna3"
"EFNA3-EPHA8","Efna3","Epha8",0.128461538461538,0.871538461538462,"receptor",0.517139554245296,0.430323668169231,0.517139554245297,"Epha8"
"EFNA3-EPHB1","Efna3","Ephb1",0.875576923076923,0.875576923076923,"ligand",0.974512089118417,0.64570013509417,0.974512089118414,"Efna3"
"EFNA3-EPHB6","Efna3","Ephb6",0.224923076923077,0.775076923076923,"receptor",0.633657063722134,0.445368935586649,0.633657063722129,"Ephb6"
"EFNA4-EPHA1","Efna4","Epha1",0.0180769230769231,0.981923076923077,"receptor",0.798712914827691,0.153502447226748,0.798712914827697,"Epha1"
"EFNA4-EPHA3","Efna4","Epha3",0.897807692307692,0.897807692307692,"ligand",0.760126139423534,0.257536238198188,0.760126139423533,"Efna4"
"EFNA4-EPHA4","Efna4","Epha4",0.895692307692308,0.895692307692308,"ligand",0.705391999773654,0.156225165349621,0.705391999773651,"Efna4"
"EFNA4-EPHA5","Efna4","Epha5",0.663653846153846,0.663653846153846,"ligand",0.560029773641721,0.152457192293313,0.560029773641725,"Efna4"
"EFNA4-EPHA6","Efna4","Epha6",0.444692307692308,0.555307692307692,"receptor",0.221020563724946,0.319018549408004,0.457775353443864,"Nmbr"
"EFNA4-EPHA7","Efna4","Epha7",0.905846153846154,0.905846153846154,"ligand",0.723783797601255,0.273825372692741,0.723783797601248,"Efna4"
"EFNA4-EPHA8","Efna4","Epha8",0.0835384615384615,0.916461538461538,"receptor",0.522149080685365,0.156629564737517,0.522149080685362,"Epha8"
"EFNA5-EPHA1","Efna5","Epha1",0.00130769230769231,0.998692307692308,"receptor",0.96796292589909,0.0726154223389793,0.967962925899089,"Epha1"
"EFNA5-EPHA3","Efna5","Epha3",0.29,0.71,"receptor",0.584195631990305,0.36036759728421,0.584195631990304,"Epha3"
"EFNA5-EPHA4","Efna5","Epha4",0.325230769230769,0.674769230769231,"receptor",0.589533775160683,0.389965043291499,0.58953377516069,"Epha4"
"EFNA5-EPHA5","Efna5","Epha5",0.185384615384615,0.814615384615385,"receptor",0.573770797376136,0.254625310595429,0.584682215478722,"Calm1"
"EFNA5-EPHA6","Efna5","Epha6",0.0784230769230769,0.921576923076923,"receptor",0.611446918280488,0.173152064594324,0.611446918280487,"Epha6"
"EFNA5-EPHA7","Efna5","Epha7",0.289192307692308,0.710807692307692,"receptor",0.633982449662402,0.37412311835955,0.633982449662401,"Epha7"
"EFNA5-EPHA8","Efna5","Epha8",0.015,0.985,"receptor",0.770919882131326,0.0855255167687745,0.770919882131327,"Epha8"
"EFNA5-EPHB1","Efna5","Ephb1",0.153923076923077,0.846076923076923,"receptor",0.682915737535279,0.211503093299902,0.682915737535277,"Ephb1"
"EFNA5-EPHB2","Efna5","Ephb2",0.195423076923077,0.804576923076923,"receptor",0.693501371308655,0.305571873886189,0.693501371308653,"Ephb2"
"EFNA5-EPHB6","Efna5","Ephb6",0.00719230769230769,0.992807692307692,"receptor",0.815898760236771,0.0957805108357487,0.815898760236776,"Ephb6"
"EFNB1-EPHA4","Efnb1","Epha4",0.568192307692308,0.568192307692308,"ligand",0.510751994416665,0.33035427042188,0.510751994416666,"Efnb1"
"EFNB1-EPHA6","Efnb1","Epha6",0.183576923076923,0.816423076923077,"receptor",0.400215330404413,0.157656220501603,0.495837192328666,"Il2"
"EFNB1-EPHB1","Efnb1","Ephb1",0.279576923076923,0.720423076923077,"receptor",0.426489396946214,0.260523208810456,0.426489396946214,"Ephb1"
"EFNB1-EPHB2","Efnb1","Ephb2",0.464230769230769,0.535769230769231,"receptor",0.459977117034217,0.424393218266013,0.459977117034216,"Ephb2"
"EFNB1-EPHB3","Efnb1","Ephb3",0.393807692307692,0.606192307692308,"receptor",0.537274419547822,0.43807167204067,0.53727441954782,"Ephb3"
"EFNB1-EPHB4","Efnb1","Ephb4",0.442115384615385,0.557884615384615,"receptor",0.679217241782013,0.479053439133523,0.679217241782013,"Ephb4"
"EFNB1-EPHB6","Efnb1","Ephb6",0.0208846153846154,0.979115384615385,"receptor",0.675621012395379,0.110575367541121,0.675621012395381,"Ephb6"
"EFNB1-ERBB2","Efnb1","Erbb2",0.299615384615385,0.700384615384615,"receptor",0.586524739739117,0.386029717411614,0.586524739739115,"Erbb2"
"EFNB2-EPHA3","Efnb2","Epha3",0.550692307692308,0.550692307692308,"ligand",0.59093299739643,0.461421421515689,0.590932997396429,"Efnb2"
"EFNB2-EPHA4","Efnb2","Epha4",0.563461538461538,0.563461538461538,"ligand",0.65394880979198,0.447812300622503,0.653948809791981,"Efnb2"
"EFNB2-EPHA6","Efnb2","Epha6",0.164576923076923,0.835423076923077,"receptor",0.464178053618049,0.231947770571559,0.570581007455868,"Calm2"
"EFNB2-EPHB1","Efnb2","Ephb1",0.271538461538462,0.728461538461538,"receptor",0.509998682727257,0.342484041343193,0.537167746932412,"Gpr162"
"EFNB2-EPHB2","Efnb2","Ephb2",0.419538461538462,0.580461538461538,"receptor",0.483809957748453,0.479937252265697,0.483809957748452,"Ephb2"
"EFNB2-EPHB3","Efnb2","Ephb3",0.3725,0.6275,"receptor",0.465223201295426,0.457857595324543,0.465223201295428,"Ephb3"
"EFNB2-EPHB4","Efnb2","Ephb4",0.434692307692308,0.565307692307692,"receptor",0.648803524335816,0.497092265976056,0.648803524335814,"Ephb4"
"EFNB2-EPHB6","Efnb2","Ephb6",0.0166923076923077,0.983307692307692,"receptor",0.71634185307541,0.159116440271955,0.716341853075407,"Ephb6"
"EFNB2-GRM1","Efnb2","Grm1",0.0497692307692308,0.950230769230769,"receptor",0.708965424061499,0.12984079410067,0.708965424061498,"Grm1"
"EFNB2-GRM5","Efnb2","Grm5",0.182884615384615,0.817115384615385,"receptor",0.53724050753827,0.314977849633508,0.619826345837725,"Gpr162"
"EFNB2-PECAM1","Efnb2","Pecam1",0.465307692307692,0.534692307692308,"receptor",0.551886252900811,0.532798046419795,0.55188625290081,"Pecam1"
"EFNB3-EPHA4","Efnb3","Epha4",0.7545,0.7545,"ligand",0.67747096934615,0.470591194352589,0.677470969346152,"Efnb3"
"EFNB3-EPHB1","Efnb3","Ephb1",0.3965,0.6035,"receptor",0.566231176810096,0.527142688792129,0.642081330720997,"Efna3"
"EFNB3-EPHB2","Efnb3","Ephb2",0.654423076923077,0.654423076923077,"ligand",0.530178243796251,0.456940070167518,0.536598019589128,"Il2"
"EFNB3-EPHB3","Efnb3","Ephb3",0.599769230769231,0.599769230769231,"ligand",0.416935425675834,0.365610410054872,0.416935425675831,"Efnb3"
"EFNB3-EPHB4","Efnb3","Ephb4",0.642115384615385,0.642115384615385,"ligand",0.379219358142651,0.458008035562216,0.458008035562219,"Ephb4"
"EFNB3-EPHB6","Efnb3","Ephb6",0.0253461538461538,0.974653846153846,"receptor",0.734979196310707,0.245990092272068,0.734979196310706,"Ephb6"
"EGF-CAV1","Egf","Cav1",0.996576923076923,0.996576923076923,"ligand",0.874261575670644,0.0750460589920137,0.874261575670646,"Egf"
"EGF-EGFR","Egf","Egfr",0.984192307692308,0.984192307692308,"ligand",0.680601976839899,0.123224750341713,0.680601976839899,"Egf"
"EGF-ERBB2","Egf","Erbb2",0.980230769230769,0.980230769230769,"ligand",0.64448274874241,0.12457247487715,0.644482748742408,"Egf"
"EGF-ERBB3","Egf","Erbb3",0.961653846153846,0.961653846153846,"ligand",0.573636307513532,0.254479545450243,0.57363630751353,"Egf"
"EGF-ERBB4","Egf","Erbb4",0.985346153846154,0.985346153846154,"ligand",0.818802904440182,0.129338963136816,0.818802904440173,"Egf"
"EGF-FSHR","Egf","Fshr",0.865769230769231,0.865769230769231,"ligand",0.328262034454271,0.760378428028296,0.76370669681049,"Gucy2c"
"EPO-EPOR","Epo","Epor",0.979884615384615,0.979884615384615,"ligand",0.999521900802999,-0.250143850481954,0.999521900803002,"Epo"
"F10-F3","F10","F3",0.491307692307692,0.508692307692308,"receptor",0.163003027654037,0.0377631964738508,0.468879698272543,"Gucy2c"
"F10-ITGAM","F10","Itgam",0.221615384615385,0.778384615384615,"receptor",0.340760560109036,0.180739234094503,0.340760560109036,"Itgam"
"F10-ITGB2","F10","Itgb2",0.129038461538462,0.870961538461538,"receptor",0.543588221317711,0.319706871844275,0.54358822131771,"Itgb2"
"F11-GP1BA","F11","Gp1ba",0.648346153846154,0.648346153846154,"ligand",0.482319116464291,0.565528149356515,0.565528149356516,"Gp1ba"
"F12-CD93","F12","Cd93",0.878807692307692,0.878807692307692,"ligand",0.811646629667404,-0.0221714054504965,0.836184551134711,"Mst1"
"F12-GP1BA","F12","Gp1ba",0.103,0.897,"receptor",0.674608335364604,0.340930076137604,0.674608335364603,"Gp1ba"
"F13A1-ITGA4","F13a1","Itga4",0.726076923076923,0.726076923076923,"ligand",0.483836046985636,0.266042818668748,0.483836046985636,"F13a1"
"F13A1-ITGA9","F13a1","Itga9",0.900346153846154,0.900346153846154,"ligand",0.632279350920278,0.294230498002169,0.632279350920275,"F13a1"
"F13A1-ITGB1","F13a1","Itgb1",0.979961538461538,0.979961538461538,"ligand",0.843597858671187,0.260045915278609,0.843597858671188,"F13a1"
"F2-F2R","F2","F2r",0.748192307692308,0.748192307692308,"ligand",0.399031074258404,0.18047070138209,0.438432738450418,"Gcgr"
"F2-F2RL1","F2","F2rl1",0.0140384615384615,0.985961538461538,"receptor",0.997660029533345,-0.218075257270125,0.997660029533346,"F2rl1"
"F2-F2RL3","F2","F2rl3",0.00938461538461539,0.990615384615385,"receptor",0.800088995741436,0.105210308397746,0.800088995741436,"F2rl3"
"F2-GP1BA","F2","Gp1ba",0.0108846153846154,0.989115384615385,"receptor",0.90581955243722,0.220457297614256,0.905819552437219,"Gp1ba"
"F2-GP1BB","F2","Gp1bb",0.819269230769231,0.819269230769231,"ligand",0.637053228733825,-0.200107551212826,0.684177111886388,"Mst1"
"F2-GP9","F2","Gp9",0.0271153846153846,0.972884615384615,"receptor",0.649322343058816,0.226814239306252,0.649322343058811,"Gp9"
"F2-ITGA2B","F2","Itga2b",0.262384615384615,0.737615384615385,"receptor",0.709860241982975,0.365039139082546,0.709860241982973,"Itga2b"
"F2-THBD","F2","Thbd",0.551769230769231,0.551769230769231,"ligand",0.0680753183292444,0.173860970607512,0.373658014485006,"Gucy2c"
"F7-F3","F7","F3",0.807576923076923,0.807576923076923,"ligand",0.657176076251314,0.0178180718718579,0.675446563002613,"Mst1"
"F8-LDLR","F8","Ldlr",0.973923076923077,0.973923076923077,"ligand",0.645635141440891,0.145581591466715,0.645635141440892,"F8"
"F8-LRP1","F8","Lrp1",0.998769230769231,0.998769230769231,"ligand",0.875713596138699,0.155764710874366,0.875713596138699,"F8"
"FARP2-PLXNA1","Farp2","Plxna1",0.444615384615385,0.555384615384615,"receptor",0.579345363767917,0.46127261102666,0.579345363767919,"Plxna1"
"FARP2-PLXNA2","Farp2","Plxna2",0.542884615384615,0.542884615384615,"ligand",0.607115904897276,0.444247095407874,0.607115904897271,"Farp2"
"FARP2-PLXNA3","Farp2","Plxna3",0.163230769230769,0.836769230769231,"receptor",0.63556393151154,0.306549809793308,0.635563931511543,"Plxna3"
"FARP2-PLXNA4","Farp2","Plxna4",0.325423076923077,0.674576923076923,"receptor",0.491007577006246,0.346218252574197,0.491007577006247,"Plxna4"
"FAT4-DCHS1","Fat4","Dchs1",0.649576923076923,0.649576923076923,"ligand",0.581772756408862,0.475722592018588,0.581772756408859,"Fat4"
"FBLN1-ITGB1","Fbln1","Itgb1",0.931846153846154,0.931846153846154,"ligand",0.950110926292996,0.542080166640532,0.950110926292993,"Fbln1"
"FBLN2-ITGB3","Fbln2","Itgb3",0.0316153846153846,0.968384615384615,"receptor",0.675960179293679,0.146521896241134,0.675960179293678,"Itgb3"
"FBN1-ITGA5","Fbn1","Itga5",0.0114615384615385,0.988538461538462,"receptor",0.948960159635719,0.251699253950267,0.948960159635715,"Itga5"
"FBN1-ITGAV","Fbn1","Itgav",0.0936923076923077,0.906307692307692,"receptor",0.89920633335109,0.411404232089192,0.899206333351085,"Itgav"
"FBN1-ITGB1","Fbn1","Itgb1",0.754307692307692,0.754307692307692,"ligand",0.815999036669827,0.707922234906597,0.815999036669825,"Fbn1"
"FBN1-ITGB3","Fbn1","Itgb3",0.0155769230769231,0.984423076923077,"receptor",0.737660546222808,0.181801073431484,0.737660546222804,"Itgb3"
"FBN1-ITGB6","Fbn1","Itgb6",0.00361538461538462,0.996384615384615,"receptor",0.85882357100172,0.087453676548911,0.858823571001722,"Itgb6"
"FGA-CDH5","Fga","Cdh5",0.634230769230769,0.634230769230769,"ligand",0.170989878282624,0.333913756863067,0.333913756863067,"Cdh5"
"FGA-ITGA2B","Fga","Itga2b",0.128346153846154,0.871653846153846,"receptor",0.846287443712218,0.276437781015835,0.846287443712212,"Itga2b"
