"mechanism","ligand","receptor","matched_partner","dom_gap","dom_true","R2_true","switchcoh_true","dom_null","R2_null","switchcoh_null"
"PROC-THBD","Proc","Thbd","Pde1c",0.00776923076923075,0.831692307692308,0.309189020118211,0.98751693439133,0.839461538461538,0.526736293748516,0.985194503580414
"PROS1-AXL","Pros1","Axl","Notch2",0.00184615384615383,0.806846153846154,0.518047860913977,0.87948519450358,0.805,0.511463002416796,0.871879233597832
"PROS1-TYRO3","Pros1","Tyro3","Itga11",0.0271153846153845,0.845538461538462,0.37993920372461,0.886742790787691,0.872653846153846,0.517473765534587,0.930133539771628
"PRSS23-TMEM222","Prss23","Tmem222","Sorl1",0.00157692307692303,0.724,0.385389083017567,0.858234952583704,0.722423076923077,0.24453316333493,0.87766595703503
"PSAP-CELSR1","Psap","Celsr1","Ret",0.00203846153846154,0.976538461538462,0.697936326654654,0.9732339849042,0.9745,0.70267929887915,0.982814011999226
"PSAP-GPR37","Psap","Gpr37","Htr2c",0.00146153846153851,0.996153846153846,0.605538692546645,0.994735823495258,0.994692307692308,0.590120452639322,0.993381072188891
"PSAP-LRP1","Psap","Lrp1","Itgav",0.000807692307692398,0.7855,0.788630221124609,0.855641571511515,0.786307692307692,0.591376424044886,0.838494290690923
"PSAP-SORT1","Psap","Sort1","Kel",0.0294230769230769,0.862692307692308,0.560930981188451,0.883220437391136,0.833269230769231,0.616202681742252,0.972556609251016
"PSEN1-CD44","Psen1","Cd44","Calcr",0,1,1,1,1,1,1
"PSEN1-NCSTN","Psen1","Ncstn","Fap",0.0025384615384616,0.643269230769231,0.416474264410899,0.803444939036191,0.640730769230769,0.471590184292399,0.901141861815367
"PSEN1-NOTCH1","Psen1","Notch1","Epha7",0.010576923076923,0.669615384615385,0.363079166961964,0.826785368685891,0.659038461538462,0.427618408937923,0.806986646022837
"PSEN1-NOTCH2","Psen1","Notch2","Cntn1",0.0117692307692308,0.745884615384615,0.480217966764637,0.84548093671376,0.734115384615385,0.416457174240135,0.930849622604993
"PSEN1-NOTCH3","Psen1","Notch3","Ednra",0.0208846153846154,0.605230769230769,0.370110774272685,0.832881749564544,0.584346153846154,0.347245211134478,0.857905941552158
"PSEN1-NOTCH4","Psen1","Notch4","Ramp2",0.00465384615384612,0.944576923076923,0.447666973563709,0.94567447261467,0.949230769230769,0.641340834544526,0.940565124830656
"PTDSS1-JMJD6","Ptdss1","Jmjd6","Dysf",0.030076923076923,0.645769230769231,0.41608844389396,0.794193922972711,0.675846153846154,0.349803649583778,0.856880201277337
"PTDSS1-SCARB1","Ptdss1","Scarb1","Notch2",0.00546153846153852,0.719230769230769,0.382348678691119,0.829533578478808,0.724692307692308,0.46390532577063,0.843971356686665
"PTHLH-PTH1R","Pthlh","Pth1r","Epha3",3.84615384615428e-05,0.993153846153846,0.521138630963328,0.992200503193342,0.993115384615385,0.492308630406075,0.991852138571705
"PTMA-VIPR1","Ptma","Vipr1","Aplnr",0,1,1,1,1,1,1
"PTN-ALK","Ptn","Alk","Il13ra1",0.000153846153846171,0.997230769230769,0.928153333886933,0.99556802786917,0.997384615384615,0.964303794722524,0.996322817882717
"PTN-CDH10","Ptn","Cdh10","Lrp4",3.84615384615428e-05,0.997807692307692,0.969073901110523,0.996477646603445,0.997769230769231,0.969934804335311,0.996477646603445
"PTN-PLXNB2","Ptn","Plxnb2","Cdh5",0.0055384615384616,0.961115384615385,0.898527878449931,0.963615250628992,0.966653846153846,0.875827890017775,0.973717824656474
"PTN-PTPRB","Ptn","Ptprb","Plxnc1",0.000384615384615317,0.993807692307692,0.809067417678187,0.992026320882524,0.993423076923077,0.924875549491878,0.991232823688794
"PTN-PTPRS","Ptn","Ptprs","Cacna1c",0.0874230769230769,0.807423076923077,0.891904165500298,0.907567253725566,0.894846153846154,0.267040464407067,0.938203986839559
"PTN-PTPRZ1","Ptn","Ptprz1","Cd82",0.00103846153846154,0.983038461538462,0.919915507574153,0.984730017418231,0.982,0.871186847960122,0.98430423843623
"PTN-SDC1","Ptn","Sdc1","Thbd",0.0038076923076924,0.970846153846154,0.859900218736076,0.971047029223921,0.974653846153846,0.91154020965923,0.98430423843623
"PTN-SDC3","Ptn","Sdc3","Itga9",0.00119230769230771,0.949038461538461,0.938176921866067,0.958293013353977,0.950230769230769,0.74674133181766,0.967447261467002
"QDPR-DYSF","Qdpr","Dysf","Nrxn2",0.00242307692307697,0.913115384615385,0.644831851305193,0.926049932262435,0.910692307692308,0.871342561467123,0.959125217727889
"RARRES2-CCRL2","Rarres2","Ccrl2","Mchr1",0.00649999999999995,0.992192307692308,0.64054416309421,0.995664795819625,0.998692307692308,0.760465287207659,0.999032320495452
"RARRES2-CMKLR1","Rarres2","Cmklr1","Ptch2",0.00873076923076921,0.907423076923077,0.387412068306275,0.955177085349332,0.916153846153846,0.261237330307321,0.950745113218502
"RBP4-STRA6","Rbp4","Stra6","Itgal",0.000461538461538513,0.988423076923077,0.793007005822152,0.989471646990517,0.987961538461538,0.593143240286453,0.991794077801432
"RELN-ITGA3","Reln","Itga3","Cd63",3.84615384615428e-05,0.944115384615385,0.486555826609934,0.956802786916973,0.944153846153846,0.638485207398043,0.965898974259725
"RELN-ITGB1","Reln","Itgb1","Cftr",0.000615384615384684,0.918,0.476461817801913,0.95916392490807,0.917384615384615,0.302735621325187,0.953938455583511
"RELN-LRP8","Reln","Lrp8","Lrp1",0.00173076923076931,0.8815,0.798687007951155,0.952041803754596,0.883230769230769,0.544278717952285,0.93098509773563
"RELN-VLDLR","Reln","Vldlr","Itga5",0.0200384615384616,0.733307692307692,0.358587073296704,0.869111670214825,0.753346153846154,0.308963162620819,0.896284110702535
"RGMA-BMPR1B","Rgma","Bmpr1b","Lrp6",0.00496153846153846,0.757192307692308,0.415709714853154,0.864640990903813,0.752230769230769,0.616521305837382,0.876137023417844
"RGMA-BMPR2","Rgma","Bmpr2","Tacr3",0.000846153846153941,0.860846153846154,0.732039509262844,0.898354944842268,0.861692307692308,0.958629725197736,0.946293787497581
"RGMA-HFE2","Rgma","Hfe2","Ephb1",0.00934615384615389,0.738730769230769,0.513108885554405,0.922121153473969,0.748076923076923,0.628850223920083,0.892103735242888
"RGMA-NEO1","Rgma","Neo1","Art1",0.00569230769230777,0.916038461538462,0.791451813666012,0.930423843622992,0.910346153846154,0.548239189938786,0.950396748596865
"RGMB-BMPR1B","Rgmb","Bmpr1b","Slc40a1",0.00219230769230772,0.817692307692308,0.50588207733602,0.874491968260112,0.8155,0.42023780739177,0.884575188697503
"RGMB-BMPR2","Rgmb","Bmpr2","Traf2",0.0078076923076924,0.790423076923077,0.670768734402402,0.851557964002322,0.798230769230769,0.478158940005321,0.861737952390168
"RGMB-HFE2","Rgmb","Hfe2","Nrcam",0.00249999999999995,0.806307692307692,0.638519480914543,0.93119798722663,0.803807692307692,0.573777442491909,0.933133346235727
"RGMB-NEO1","Rgmb","Neo1","Tie1",0.0120384615384616,0.875192307692308,0.758620561481124,0.895026127346623,0.863153846153846,0.43795525283222,0.926688600735436
"RIMS1-CACNA1C","Rims1","Cacna1c","Fzd6",0.0312307692307692,0.786653846153846,0.564632970259277,0.891116702148248,0.817884615384615,0.334461166609796,0.898432359202632
"RIMS1-SLC18A2","Rims1","Slc18a2","Tnfrsf10b",0.00800000000000001,0.928192307692308,0.473046190530462,0.946700212889491,0.936192307692308,0.358272412683637,0.948674279078769
"RIMS1-SLC18A3","Rims1","Slc18a3","Tspan1",0.0052692307692308,0.989153846153846,0.853525103152337,0.992065028062706,0.983884615384615,0.416968313652233,0.994658409134895
"RIMS2-ABCA1","Rims2","Abca1","Lpar3",0.000500000000000056,0.875038461538462,0.521972539257597,0.98389781304432,0.874538461538461,0.401346140051042,0.983123669440681
"RPH3A-NRXN1","Rph3a","Nrxn1","Maged1",0,1,1,1,1,1,1
"RPS19-C5AR1","Rps19","C5ar1","Tbxa2r",0,1,1,1,1,1,1
"RSPO1-FZD8","Rspo1","Fzd8","Gpr37",0.0154230769230769,0.820923076923077,0.245695335832716,0.925662860460615,0.836346153846154,0.14328357638021,0.942945616411844
"RSPO1-LGR4","Rspo1","Lgr4","Mst1r",0.00203846153846154,0.922461538461538,0.386585228251706,0.952215986065415,0.920423076923077,0.480848159340686,0.969131023804916
"RSPO1-LGR5","Rspo1","Lgr5","Col17a1",0.00269230769230777,0.560730769230769,0.244216208829054,0.904490032901103,0.558038461538461,0.439375422175656,0.909754209405845
"RSPO1-LGR6","Rspo1","Lgr6","Tmem67",0.0383076923076924,0.645692307692308,0.212015552231889,0.912328236887943,0.684,0.226185520302394,0.906793110121928
"RSPO1-LRP6","Rspo1","Lrp6","Cdh2",0.00884615384615384,0.9665,0.565461253614208,0.974337139539385,0.957653846153846,0.633498074825106,0.968124637120186
"RSPO1-ZNRF3","Rspo1","Znrf3","Vangl1",0.0116923076923077,0.877461538461539,0.356512277189184,0.931139926456358,0.889153846153846,0.32704967919613,0.936307335010644
"RSPO2-LGR4","Rspo2","Lgr4","Ephb2",0.00188461538461537,0.901115384615385,0.331808015224973,0.930520611573447,0.899230769230769,0.358830246114023,0.928275595122895
"RSPO2-LGR5","Rspo2","Lgr5","Cd53",0.00461538461538458,0.568461538461538,0.173743113341498,0.891813431391523,0.563846153846154,0.117147449866631,0.891987613702342
"RSPO2-LGR6","Rspo2","Lgr6","Cx3cr1",0.00469230769230777,0.711076923076923,0.21250947808405,0.910179988387846,0.715769230769231,0.188668955866072,0.894193922972711
"RSPO3-FZD8","Rspo3","Fzd8","Pde1a",0.000346153846153885,0.707923076923077,0.320826455487103,0.868279465840914,0.708269230769231,0.2937801422419,0.865724791948907
"RSPO3-LGR4","Rspo3","Lgr4","Tnfrsf10b",0.00192307692307692,0.874923076923077,0.368410690664425,0.90301916005419,0.876846153846154,0.287184162824579,0.922837236307335
"RSPO3-LGR5","Rspo3","Lgr5","Cd36",0.00600000000000012,0.740769230769231,0.297443111846166,0.899129088445907,0.734769230769231,0.275009833771034,0.89316818269789
"RSPO3-LGR6","Rspo3","Lgr6","Il1rapl1",0.00276923076923075,0.788384615384615,0.137866333120992,0.916469905167409,0.785615384615385,0.280921304370671,0.885484807431779
"RSPO3-LRP6","Rspo3","Lrp6","Itgam",0.000923076923076915,0.940653846153846,0.584575110467769,0.939829688407199,0.941576923076923,0.132603678215482,0.961525062899168
"RSPO3-SDC4","Rspo3","Sdc4","Ddr1",0.00750000000000006,0.828,0.248943634388564,0.893071414747436,0.8355,0.280373921893298,0.890110315463518
"RTN4-CNTNAP1","Rtn4","Cntnap1","Nmbr",0,1,1,1,1,1,1
"RTN4-GJB2","Rtn4","Gjb2","Itga6",0.000961538461538458,0.993,0.846443495992326,0.993187536287981,0.992038461538462,0.929039728096719,0.987091155409328
"RTN4-LINGO1","Rtn4","Lingo1","Cd180",0,1,1,1,1,1,1
"RTN4-NGFR","Rtn4","Ngfr","Fshr",0,1,1,1,1,1,1
"RTN4-RTN4R","Rtn4","Rtn4r","Tlr1",0,1,1,1,1,1,1
"RTN4-RTN4RL1","Rtn4","Rtn4rl1","Plscr4",0,0.998653846153846,0.938782265629155,0.99738726533772,0.998653846153846,0.873517294241124,0.997600154828721
"RTN4-TNFRSF19","Rtn4","Tnfrsf19","Acvr2a",0.00203846153846154,0.987961538461538,0.877100547383502,0.987497580801239,0.985923076923077,0.903873381503841,0.979601316044126
"S100A8-TLR4","S100a8","Tlr4","Adra2a",0.00684615384615384,0.976769230769231,0.659891788663836,0.97545964776466,0.969923076923077,0.459482325116409,0.979098122701761
"S100A9-TLR4","S100a9","Tlr4","St14",0.0017307692307692,0.960269230769231,0.49439218535772,0.964215211921811,0.962,0.585174251458475,0.978420747048578
"SCGB3A2-MARCO","Scgb3a2","Marco","Cachd1",0.0303076923076924,0.802230769230769,0.0884584328754392,0.983413973292046,0.832538461538462,0.133660389216455,0.931643119798723
"SCT-VIPR1","Sct","Vipr1","Cd47",0.000192307692307714,0.987230769230769,0.538022650728632,0.992645635765435,0.987423076923077,0.738637385553792,0.984420359976776
"SCT-VIPR2","Sct","Vipr2","Prlr",0.000807692307692287,0.868192307692308,0.205125223798012,0.936442810141281,0.867384615384615,0.102680127988393,0.945616411844397
"SEMA3A-NRP1","Sema3a","Nrp1","Jmjd6",0.093,0.512653846153846,0.401752609409369,0.838687826591833,0.605653846153846,0.488210124918636,0.83721695374492
"SEMA3A-NRP2","Sema3a","Nrp2","Notch2",0.0100384615384614,0.523307692307692,0.592650185400999,0.836868589123282,0.513269230769231,0.490748727164756,0.835668666537643
"SEMA3A-PLXNA1","Sema3a","Plxna1","Eng",0.0373461538461538,0.706269230769231,0.616477423233555,0.866208631701181,0.743615384615385,0.475438298296407,0.876098316237662
"SEMA3A-PLXNA2","Sema3a","Plxna2","Cd93",0.00369230769230766,0.602884615384615,0.43891655008844,0.846467969808399,0.606576923076923,0.446825739518078,0.855583510741243
"SEMA3A-PLXNA3","Sema3a","Plxna3","Ptprb",0.00984615384615384,0.894115384615385,0.612903590139098,0.918347203406232,0.903961538461538,0.429460858530485,0.927036965357074
"SEMA3A-PLXNA4","Sema3a","Plxna4","Vangl1",0.00869230769230767,0.776961538461538,0.511074008581599,0.8798722663054,0.785653846153846,0.466970666774829,0.888871685697697
"SEMA3B-NRP1","Sema3b","Nrp1","Plgrkt",0.00123076923076926,0.962769230769231,0.678021696187609,0.967350493516547,0.961538461538462,0.593158557349807,0.964563576543449
"SEMA3B-NRP2","Sema3b","Nrp2","Notch1",0.00234615384615389,0.957423076923077,0.5971615160133,0.963866847300174,0.959769230769231,0.655969786251774,0.962860460615444
"SEMA3C-NRP1","Sema3c","Nrp1","Axl",0.0098076923076923,0.545269230769231,0.40387543112059,0.832301141861815,0.555076923076923,0.61129514526519,0.834120379330366
"SEMA3C-NRP2","Sema3c","Nrp2","Ddr2",0.0437692307692308,0.500346153846154,0.519860475106072,0.843719760015483,0.544115384615385,0.687686297617274,0.841145732533385
"SEMA3C-PLXND1","Sema3c","Plxnd1","Nrxn1",0.0141923076923077,0.518076923076923,0.495759360510556,0.858699438745887,0.503884615384615,0.305148803675625,0.879020708341397
"SEMA3D-NRP1","Sema3d","Nrp1","Plgrkt",0.0245769230769232,0.859576923076923,0.459830963576567,0.910218695568028,0.835,0.374479363717968,0.905341590865105
"SEMA3E-NRP1","Sema3e","Nrp1","Nrxn1",0.00380769230769229,0.946615384615385,0.479462477256272,0.958583317205342,0.942807692307692,0.388625246998528,0.961621830849623
"SEMA3E-PLXND1","Sema3e","Plxnd1","Plgrkt",0.00084615384615383,0.941538461538462,0.462216406642211,0.956957615637701,0.940692307692308,0.425543877253008,0.957499516160248
"SEMA3F-NRP1","Sema3f","Nrp1","Notch2",0.00150000000000006,0.9325,0.552585219822305,0.939578091736017,0.934,0.520258666655543,0.940390942519837
"SEMA3F-NRP2","Sema3f","Nrp2","Csf1r",0.00084615384615383,0.914153846153846,0.513997662467952,0.933113992645636,0.915,0.505222942859876,0.928004644861622
"SEMA3F-PLXNA1","Sema3f","Plxna1","Nrxn3",0.00311538461538463,0.861,0.39889837279796,0.900251596671182,0.864115384615385,0.352789377557563,0.919972904973873
"SEMA3F-PLXNA3","Sema3f","Plxna3","Fzd6",0.00384615384615383,0.677346153846154,0.248116099116285,0.861892781110896,0.681192307692308,0.255232080856439,0.851093477840139
"SEMA3G-NRP2","Sema3g","Nrp2","Ephb4",0.00161538461538469,0.992461538461539,0.601742795121397,0.992142442423069,0.990846153846154,0.563563509366213,0.990555448035611
"SEMA4A-PLXND1","Sema4a","Plxnd1","Tnfrsf21",0.001,0.948961538461538,0.423642729102487,0.957189858718792,0.949961538461538,0.488119932664677,0.951828914263596
"SEMA4B-DCBLD2","Sema4b","Dcbld2","Pdgfrb",0.00461538461538469,0.932076923076923,0.494485715507147,0.939868395587381,0.936692307692308,0.4646391531827,0.945287400812851
"SEMA4C-PLXNB2","Sema4c","Plxnb2","Gpc1",0.00103846153846154,0.987230769230769,0.690268204748117,0.983375266111864,0.986192307692308,0.592186623185341,0.983530094832591
"SEMA4D-ERBB2","Sema4d","Erbb2","Ptpru",0.00349999999999995,0.848923076923077,0.32859692302324,0.903270756725373,0.845423076923077,0.195825254156865,0.914553899748403
"SEMA4D-MET","Sema4d","Met","Adcy1",0.000923076923076915,0.613115384615385,0.255079314020213,0.840739307141475,0.614038461538462,0.393002410140681,0.887942713373331
"SEMA4D-PLXNB1","Sema4d","Plxnb1","Sdc4",0.0024615384615384,0.852846153846154,0.387069590320425,0.896264757112444,0.850384615384615,0.270472859091139,0.913721695374492
"SEMA4D-PLXNB2","Sema4d","Plxnb2","Il17rb",0.00238461538461543,0.975115384615385,0.583755499417832,0.972421134120379,0.972730769230769,0.524140136963574,0.98772982388233
"SEMA4F-NRP2","Sema4f","Nrp2","Ptprm",0.00626923076923069,0.979884615384615,0.780271451972088,0.983278498161409,0.973615384615385,0.726583824107559,0.978904586800852
"SEMA4G-PLXNB2","Sema4g","Plxnb2","Itgae",0.00280769230769229,0.965038461538462,0.969741689267609,0.980007741436036,0.967846153846154,0.370981114489039,0.977336946003484
"SEMA5A-MET","Sema5a","Met","S1pr1",0.00273076923076931,0.929923076923077,0.53375207224467,0.934468743952003,0.927192307692308,0.590930283130534,0.935281594735824
"SEMA6A-PLXNA2","Sema6a","Plxna2","Mcam",0.0312307692307692,0.638115384615385,0.542559513080085,0.832707567253726,0.606884615384615,0.354054486693061,0.85029998064641
"SEMA6A-PLXNA4","Sema6a","Plxna4","Bcam",0.0134615384615384,0.801346153846154,0.531472747742888,0.878904586800852,0.787884615384615,0.493868840822816,0.923127540158699
"SEMA6D-KDR","Sema6d","Kdr","Lrp6",0.0412692307692307,0.580615384615385,0.404900587783081,0.820282562415328,0.539346153846154,0.404410323707602,0.830152893361719
"SEMA6D-PLXNA1","Sema6d","Plxna1","Notch3",7.69230769229745e-05,0.799269230769231,0.663761885777324,0.868376233791368,0.799192307692308,0.469788758567585,0.875943487516934
"SEMA6D-TREM2","Sema6d","Trem2","Ocln",7.69230769230855e-05,0.983769230769231,0.506276379563984,0.983452680472228,0.983846153846154,0.512638604003761,0.987245984130056
"SEMA6D-TYROBP","Sema6d","Tyrobp","Sdc2",0.00407692307692298,0.5295,0.1975084938974,0.830907683375266,0.525423076923077,0.330938590691227,0.834430036771821
"SEMA7A-ITGA1","Sema7a","Itga1","Cd151",0.013,0.939807692307692,0.443521500777291,0.95916392490807,0.952807692307692,0.509375462949846,0.963073350106445
"SEMA7A-ITGB1","Sema7a","Itgb1","Adcy9",0.000269230769230688,0.9985,0.867706185684272,0.997677569189085,0.998769230769231,0.972859228110404,0.998064640990904
"SEMA7A-PLXNC1","Sema7a","Plxnc1","Erbb2",0.00642307692307698,0.940615384615385,0.519871346159848,0.952835300948326,0.934192307692308,0.408955048598223,0.955041610218696
"SERPINC1-GPC1","Serpinc1","Gpc1","Igf1r",0.0182692307692308,0.793730769230769,0.217018969653971,0.976698277530482,0.812,0.249346299736014,0.975498354944842
"SERPINC1-LRP1","Serpinc1","Lrp1","Gpihbp1",0.00138461538461543,0.843038461538462,0.45086051586201,0.986162183084962,0.844423076923077,0.27945697246589,0.899864524869363
"SERPINC1-SDC2","Serpinc1","Sdc2","Plxnd1",0.0108076923076923,0.659038461538462,0.114344920002223,0.919489065221599,0.648230769230769,0.204249152197117,0.939094251983743
"SERPINE1-ITGAV","Serpine1","Itgav","Cdon",7.69230769230855e-05,0.999153846153846,0.63619372121706,0.99918714921618,0.999076923076923,0.603301947620817,0.999322624346816
"SERPINE1-ITGB5","Serpine1","Itgb5","Sdc1",3.84615384615428e-05,0.998846153846154,0.616399464946594,0.999012966905361,0.998884615384615,0.532595471159997,0.999051674085543
"SERPINE1-LRP1","Serpine1","Lrp1","Nrp1",0.000192307692307603,0.999692307692308,0.850521879968702,0.999670988968454,0.9995,0.729255524724342,0.999477453067544
"SERPINE1-LRP2","Serpine1","Lrp2","Prlr",0.00353846153846149,0.929192307692308,0.106226978267987,0.975324172634024,0.925653846153846,0.0921115034894033,0.975479001354751
"SERPINE1-PLAUR","Serpine1","Plaur","Itgae",0.00496153846153846,0.909384615384615,0.15347707568489,0.971259918714922,0.904423076923077,0.0910963363280045,0.970079349719373
"SERPINE2-LRP1","Serpine2","Lrp1","Itga4",0.0248076923076924,0.749384615384615,0.654646067678282,0.876001548287207,0.724576923076923,0.335815399053582,0.910179988387846
"SERPING1-LRP1","Serping1","Lrp1","Acvr2b",0.00288461538461537,0.9145,0.770126890517594,0.926127346622798,0.917384615384615,0.353879781333353,0.93038513644281
"SFRP1-FZD2","Sfrp1","Fzd2","Plxnd1",0.0143461538461539,0.529307692307692,0.570688495922563,0.859821946971163,0.543653846153846,0.590738214554329,0.859841300561254
"SFRP1-FZD6","Sfrp1","Fzd6","Trpc3",0.00173076923076931,0.955076923076923,0.544764060315556,0.95413199148442,0.956807692307692,0.469198545148913,0.959628411070254
"SFTPA1-TLR2","Sftpa1","Tlr2","C5ar1",0.001,0.929,0.117138771920977,0.98550416102187,0.93,0.156105975399229,0.986975033868783
"SHANK1-ABCA1","Shank1","Abca1","Tek",0.000115384615384628,0.736038461538462,0.501306712408573,0.934546158312367,0.735923076923077,0.306359837845964,0.868027869169731
"SHANK1-SSTR2","Shank1","Sstr2","Trpc5",3.84615384615428e-05,0.991961538461538,0.615414382308115,0.995471259918715,0.992,0.523592780998258,0.991058641377976
"SHH-BOC","Shh","Boc","Ror1",0.00188461538461537,0.9835,0.790901224754964,0.991000580607703,0.985384615384615,0.7313554237395,0.990903812657248
"SHH-CDON","Shh","Cdon","Notch1",0.00057692307692303,0.981153846153846,0.75102096383894,0.991310238049158,0.981730769230769,0.789417155498485,0.989897425972518
"SHH-GPC5","Shh","Gpc5","Npr3",0.00430769230769235,0.916769230769231,0.35406697901234,0.985136442810141,0.921076923076923,0.453368283187157,0.977878846526031
"SHH-HHIP","Shh","Hhip","Fgfrl1",0.000884615384615373,0.976846153846154,0.772456707703291,0.985929940003871,0.977730769230769,0.800026213213896,0.990207083413973
"SHH-LRP2","Shh","Lrp2","Cmklr1",0.021576923076923,0.801038461538462,0.139194682517934,0.969072963034643,0.822615384615385,0.243622483821908,0.973117863363654
"SHH-PTCH1","Shh","Ptch1","Neo1",0.00142307692307697,0.995769230769231,0.928733658665576,0.9967873040449,0.997192307692308,0.969707978613981,0.997290497387265
"SHH-PTCH2","Shh","Ptch2","Procr",0.00215384615384606,0.831692307692308,0.308107374538092,0.970311592800465,0.833846153846154,0.251740236628049,0.972711437971744
"SHH-SMO","Shh","Smo","Robo1",0.000269230769230688,0.993307692307692,0.913661982075212,0.995935746080898,0.993576923076923,0.856401807845142,0.995858331720534
"SLIT1-GPC1","Slit1","Gpc1","Tspan1",0.00676923076923075,0.950653846153846,0.528712738416253,0.972111476678924,0.957423076923077,0.128295310824802,0.990594155215793
"SLIT1-ROBO1","Slit1","Robo1","Neo1",0.00253846153846149,0.975115384615385,0.674385931293582,0.980298045287401,0.972576923076923,0.59669516821543,0.980549641958583
"SLIT1-SDC1","Slit1","Sdc1","Gp9",0.0147692307692309,0.862692307692308,0.335154490434561,0.961815366750532,0.877461538461539,0.0311582701330757,0.949816140894136
"SLIT2-DCC","Slit2","Dcc","Hfe2",0.0143076923076922,0.761961538461538,0.591184450005078,0.884555835107412,0.776269230769231,0.3441631347993,0.922759821946971
"SLIT2-GPC1","Slit2","Gpc1","Sdc3",0.0397307692307692,0.653730769230769,0.398197692520786,0.842152119218115,0.693461538461538,0.488422271895159,0.844048771047029
"SLIT2-ROBO1","Slit2","Robo1","Itga1",0.00665384615384612,0.736615384615385,0.587077913377546,0.835881556028643,0.729961538461538,0.418424426276972,0.852351461196052
"SLIT2-ROBO2","Slit2","Robo2","Cdon",0.0271538461538461,0.664269230769231,0.443596717681211,0.839113605573834,0.637115384615385,0.277022891947126,0.85633830075479
"SLIT2-ROBO4","Slit2","Robo4","Fzd5",0.00611538461538463,0.962230769230769,0.61412388351474,0.959938068511709,0.968346153846154,0.385011339747839,0.967369847106638
"SLIT2-SDC1","Slit2","Sdc1","Lrp6",0.00769230769230778,0.597538461538462,0.371636871079559,0.839094251983743,0.589846153846154,0.49747435127845,0.824791948906522
"SLIT3-ROBO2","Slit3","Robo2","Sorl1",0.00261538461538458,0.787846153846154,0.460049463041094,0.869924520998645,0.790461538461538,0.401497187091628,0.872595316431198
"SORBS1-INSR","Sorbs1","Insr","Epha5",0.00150000000000006,0.589653846153846,0.497504449680791,0.802999806464099,0.588153846153846,0.37679998050314,0.865937681439907
"SORBS1-ITGA1","Sorbs1","Itga1","Kcnd2",0.0423461538461538,0.537269230769231,0.420135212713712,0.824733888136249,0.579615384615385,0.456048844753418,0.846526030578672
"SORBS1-ITGB5","Sorbs1","Itgb5","Sorl1",0.0109615384615385,0.756192307692308,0.408650944201087,0.847784013934585,0.767153846153846,0.378479499831457,0.861873427520805
"SPINK1-EGFR","Spink1","Egfr","Hfe2",0.0115384615384616,0.624961538461538,0.0641905294357922,0.939655506096381,0.613423076923077,0.11701446518939,0.943526224114573
"SPINK1-NRSN1","Spink1","Nrsn1","Trpc3",0.0155384615384615,0.827461538461538,0.179875985778009,0.980046448616218,0.843,0.182831693266281,0.921405070640604
"SPINT1-ST14","Spint1","St14","Lepr",0.00730769230769235,0.675461538461538,0.579708814922169,0.921308302690149,0.682769230769231,0.171863205414371,0.912173408167215
"SPON2-ITGAM","Spon2","Itgam","Itgae",0.00700000000000001,0.961307692307692,0.340797894017731,0.974259725179021,0.968307692307692,0.271394003438635,0.977878846526031
"SPON2-ITGB2","Spon2","Itgb2","Epha1",0.00188461538461537,0.982153846153846,0.852666978607565,0.992781110896071,0.980269230769231,0.646932709163223,0.989355525449971
"SPP1-CD44","Spp1","Cd44","Fshr",3.84615384615428e-05,0.999923076923077,0.860609118882789,0.999845171279272,0.999961538461538,0.999999999793023,0.999922585639636
"SPP1-ITGA4","Spp1","Itga4","Scarf1",0.0116538461538461,0.887192307692308,0.0968233858455951,0.928914263595897,0.875538461538462,0.223243564081064,0.930772208244629
"SPP1-ITGA5","Spp1","Itga5","Cnr1",7.69230769230855e-05,0.778153846153846,0.132188419317796,0.888271724404877,0.778076923076923,0.0991809401505289,0.904915811883104
"SPP1-ITGA9","Spp1","Itga9","Plxnb2",0.0014615384615384,0.982730769230769,0.158852038292675,0.982155989936133,0.981269230769231,0.137759308854517,0.980801238629766
"SPP1-ITGAV","Spp1","Itgav","Notch2",0.000115384615384517,0.961807692307692,0.209796406024311,0.962628217534353,0.961692307692308,0.193176922214458,0.962860460615444
"SPP1-ITGB1","Spp1","Itgb1","Neo1",0.00880769230769229,0.995692307692308,0.259903450408155,0.995045480936714,0.986884615384615,0.28260242671935,0.985426746661506
"SPP1-S1PR1","Spp1","S1pr1","Pvr",0.0380769230769231,0.779384615384615,0.0846906215825792,0.880336752467583,0.817461538461538,0.18357949661546,0.906735049351655
"SST-SSTR2","Sst","Sstr2","Cd63",0.0184615384615385,0.960576923076923,0.489590933058218,0.984555835107412,0.942115384615385,0.561718559285721,0.981381846332495
"SYTL3-NRXN1","Sytl3","Nrxn1","Ror1",0.000230769230769257,0.993423076923077,0.930838134694557,0.997754983549448,0.993192307692308,0.914557244036185,0.996903425585446
"TAC1-TACR1","Tac1","Tacr1","Grm4",0.00607692307692298,0.930961538461539,0.561070626570628,0.965860267079543,0.937038461538461,0.962123912146208,0.98049158118831
"TAC1-TACR3","Tac1","Tacr3","Traf2",0.00950000000000006,0.840038461538462,0.704588157673658,0.93580414166828,0.849538461538462,0.201997225251087,0.946177665957035
"TCN2-CNR1","Tcn2","Cnr1","Dcc",0.0015384615384616,0.606153846153846,0.230489323663358,0.88813624927424,0.604615384615385,0.158002899734042,0.868898780723824
