"mechanism","ligand","receptor","matched_partner","dom_gap","dom_true","R2_true","switchcoh_true","dom_null","R2_null","switchcoh_null"
"COL4A6-ITGA2","Col4a6","Itga2","Cd151",0.00334615384615389,0.837423076923077,0.259315856707642,0.906735049351655,0.834076923076923,0.41187818657318,0.905651248306561
"COL4A6-ITGAV","Col4a6","Itgav","Il15ra",0.00361538461538458,0.927576923076923,0.521524215905755,0.944997096961486,0.923961538461539,0.2281610132594,0.958892974646797
"COL4A6-ITGB1","Col4a6","Itgb1","Ntsr1",0.0022692307692308,0.997730769230769,0.919003975645834,0.996593768143991,1,1,1
"COL5A1-ITGA1","Col5a1","Itga1","Grm3",0.00476923076923075,0.962038461538462,0.757110382726845,0.962260499322624,0.957269230769231,0.549350465860421,0.981110896071221
"COL5A1-ITGB1","Col5a1","Itgb1","Neo1",0.216576923076923,0.568730769230769,0.803444677850979,0.861815366750532,0.785307692307692,0.691974351938762,0.89779369072963
"COL5A1-SDC3","Col5a1","Sdc3","Ogfr",0.0151923076923076,0.829038461538462,0.480083429765744,0.942694019740662,0.813846153846154,0.715536493150845,0.899670988968454
"COL5A2-DDR1","Col5a2","Ddr1","Znrf3",3.84615384615428e-05,0.979038461538462,0.882300421175213,0.978420747048578,0.979,0.854173038527163,0.973156570543836
"COL5A2-ITGA1","Col5a2","Itga1","Grm1",0.0123461538461539,0.968884615384615,0.773273728837213,0.968666537642733,0.981230769230769,0.7719724654857,0.98813624927424
"COL5A2-ITGB1","Col5a2","Itgb1","Ptch1",0.374923076923077,0.509192307692308,0.791194672492762,0.854751306367331,0.884115384615385,0.7008587887923,0.929920650280627
"COL5A3-SDC3","Col5a3","Sdc3","Tgfbr2",0.0037307692307692,0.967923076923077,0.61516445355361,0.974704857751113,0.964192307692308,0.664541413895002,0.971356686665376
"COL6A1-ITGA1","Col6a1","Itga1","Acvr1",0.0187692307692308,0.920461538461538,0.644456579959114,0.93359783239791,0.939230769230769,0.798337722298376,0.941726340236114
"COL6A1-ITGA2","Col6a1","Itga2","Adra2a",0.00111538461538463,0.9905,0.72336151482258,0.9865105477066,0.989384615384615,0.810417438791421,0.990090961873427
"COL6A1-ITGA6","Col6a1","Itga6","Boc",0.0104615384615385,0.906884615384615,0.712682127491194,0.920359976775692,0.896423076923077,0.843420062065247,0.920650280627056
"COL6A1-ITGB1","Col6a1","Itgb1","Mylk",0.0326153846153846,0.814538461538462,0.81683125072671,0.906947938842655,0.847153846153846,0.552349809672744,0.939055544803561
"COL6A2-ITGA1","Col6a2","Itga1","Pdgfrb",0.0259230769230769,0.935,0.668508879683495,0.943023030772208,0.909076923076923,0.740073923950215,0.916876330559319
"COL6A2-ITGA2","Col6a2","Itga2","Fzd8",0.000192307692307603,0.9925,0.746911376639834,0.989220050319334,0.992692307692308,0.945989020502408,0.989665182891426
"COL6A2-ITGB1","Col6a2","Itgb1","Erbb4",0.0138846153846154,0.781769230769231,0.828887673821515,0.894890652215986,0.795653846153846,0.326087317782142,0.919218114960325
"COL6A3-ITGA1","Col6a3","Itga1","Itga6",0.000653846153846116,0.947269230769231,0.703083307480427,0.955293206889878,0.946615384615385,0.780671504057578,0.94869363266886
"COL6A3-ITGA2","Col6a3","Itga2","Slc18a2",0.000192307692307714,0.994307692307692,0.800436576157772,0.991407005999613,0.9945,0.778301317469549,0.992277917553706
"COL6A3-ITGB1","Col6a3","Itgb1","Cd47",0.0878076923076924,0.575423076923077,0.799624247674727,0.889065221598607,0.663230769230769,0.52315523976273,0.915482872072769
"COL7A1-ITGA2","Col7a1","Itga2","C5ar1",0.0015384615384616,0.833423076923077,0.8474072502547,0.926978904586801,0.831884615384615,0.43384638532136,0.947667892394039
